ASDAGE,ASRREA,ASRLIT,ASRINF,ASRIIE,ASRRSI,ASBGSEC,ASBGSSB,ASBGSB,ASBGERL,ASBGDRL,ASBGSLR,ASBGSCR,ASBGHRL,ASBHSES,ASBHELA,ASBHENA,ASBHELN,ASBHELT,ASBHPCS,ASBHPLR,ACBG09,ACBG15,ACBG16,ACBGRRS,ACBGEAS,ACBGDAS,ACDGTIHY,ATBG01,ATBR01A,ATBR01B,ATBR02A,ATBR02B,ATBGEAS,ATBGSOS,ATBGTJS,ATBGSLI,ATDGLIHY,ATDGRIHY,ITSEX,ASRIBM,ASBG03,ASBG05A,ASBG05B,ASBG05E,ASBG05F,ASBG05G,ASBG05H,ASBG05I,ASBG05J,ASBG05K,ASBG06,ASBG07A,ASBG07B,ASBG08A,ASBG08B,ASBG10F,ASBR03A,ASBR03B,ASBR03C,ASBR04,ASBR05,ASDGSEC,ASDGSSB,ASDGSB,ASDGERL,ASDGDRL,ASDGSLR,ASDGSCR,ASDG05S,ASBH02A,ASBH02B,ASBH03A,ASBH03B,ASBH03C,ASBH03D,ASBH03E,ASBH04,ASBH06,ASBH07F,ASBH09,ASBH14A,ASBH14B,ASBH14C,ASBH16,ASBH18AA,ASBH18AB,ASBH18BA,ASBH18BB,ASBH18CA,ASBH18CB,ASBH18DA,ASBH18DB,ASBH18EA,ASBH18EB,ASBH19,ASBH20A,ASBH20B,ASBH20C,ASBH21A,ASBH21B,ASBH21C,ASBH21D,ASBH22,ASDGHRL,ASDHSES,ASDHELA,ASDHENA,ASDHELN,ASDHELT,ASDHPCS,ASDHPLR,ASDHAPS,ASDHEDUP,ASDHOCCP,ACBG04,ACBG05A,ACBG05B,ACBG07A,ACBG07B,ACBG07C,ACBG08,ACBG13,ACBG14A,ACBG14B,ACBG14C,ACBG14D,ACBG14E,ACBG14F,ACBG14G,ACBG14H,ACBG14I,ACBG14J,ACBG14K,ACBG14L,ACBG14M,ACBG14N,ACBG17,ACBG18A,ACBG18B,ACBG18C,ACBG19,ACBG20,ACBG21A,ACBG21B,ACBG21C,ACBG21D,ACBG21E,ACBG21F,ACDGRRS,ACDGEAS,ACDGDAS,ACDGSBC,ATBG02,ATBG03,ATBG05AA,ATBG05AB,ATBG05AC,ATBG05AD,ATBG05BA,ATBG05BB,ATBG05BC,ATBG05BD,ATBG05BE,ATBG05BF,ATBG05BG,ATBG05BH,ATBG05BI,ATBG05BJ,ATBG05BK,ATBG06,ATBG07AA,ATBG07BA,ATBG07AB,ATBG07BB,ATBG07AC,ATBG07BC,ATBG07AD,ATBG07BD,ATBG07AE,ATBG07BE,ATBG07AF,ATBG07BF,ATBG07AG,ATBG07BG,ATBG08A,ATBG08B,ATBG08C,ATBG08D,ATBG08E,ATBG09A,ATBG09B,ATBG09C,ATBG09D,ATBR06A,ATBR06B,ATBR06C,ATBR06D,ATBR06E,ATBR07AA,ATBR07AB,ATBR07AC,ATBR07AD,ATBR07BA,ATBR07BB,ATBR07BC,ATBR07BD,ATBR08A,ATBR08B,ATBR08C,ATBR08D,ATBR08E,ATBR08F,ATBR08G,ATBR08H,ATBR09A,ATBR09B,ATBR09C,ATBR09D,ATBR09E,ATBR09F,ATBR09G,ATBR09H,ATBR09I,ATBR10A,ATBR10B,ATBR10C,ATBR10D,ATBR10E,ATBR10F,ATBR10G,ATBR10H,ATBR10I,ATBR10J,ATBR10K,ATBR10L,ATBR11A,ATBR11B,ATBR11C,ATBR11D,ATBR11E,ATBR12A,ATBR12BA,ATBR12BB,ATBR12BC,ATBR12BD,ATBR12C,ATBR12DA,ATBR12DB,ATBR12DC,ATBR12EA,ATBR12EB,ATBR12EC,ATBR12ED,ATBR12EE,ATBR13A,ATBR13B,ATBR13C,ATBR13D,ATBR13E,ATBR14,ATBR15,ATBR16,ATBR17A,ATBR17B,ATBR17C,ATBR18A,ATBR18B,ATBR18C,ATBR18D,ATBR18E,ATBR19,ATDGEAS,ATDGSOS,ATDGTJS,ATDGSLI
9.5,441.067984,414.16556,483.56314,426.306636,450.248774,6.93942,7.87932,8.49098,6.90346,9.30655,6.649260000000001,7.68837,10.54337,10.34719,9.35253,8.81024,9.00134,10.801940000000002,12.13203,8.67085,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,9.0,37.0,37.0,0.0,2.0,9.7433,11.59162,7.334360000000001,12.34223,130.0,126.75,1,2,1,1,1,1,2,1,1,1,2,1,2,1,3,1,1,3,2,4,3,2,1,3,2,2,3,2,3,3,3,1,1,1,2,1,2,2,1,1,1,2,1,1,1,5,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,3,2,2,2,2,2,2,1,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,3,1,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,3,2,1,4,3,3,2,2,4,4,3,3,4,3,3,2,1,3,1,2,2,4,2,3,4,2,2,2,2,3,4,4,2,3,2,2,3,2,2,3,3,4,3,4,2,1,2,3,3,1,2,1,1,2,2,2,2,3,2,3,4,3,4,2,1,1,4,2,4,2,2,2,3,1,2,1,1,1,3,5,2,1,2,1
9.83,514.4571440000001,532.822254,544.898708,543.1666339999999,541.669234,9.25019,7.55475,6.51306,6.36679,5.92238,5.76631,5.377279999999999,8.94299,7.22491,9.79887,10.50035,10.1163,10.10135,10.83953,8.88647,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,9.0,37.0,37.0,0.0,2.0,9.7433,11.59162,7.334360000000001,12.34223,130.0,126.75,2,3,3,1,1,1,1,2,1,2,2,2,5,1,1,1,1,3,4,4,4,4,1,2,2,3,3,3,3,3,3,1,1,1,2,2,2,2,1,2,1,4,1,1,1,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,1,2,4,4,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,3,1,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,3,2,1,4,3,3,2,2,4,4,3,3,4,3,3,2,1,3,1,2,2,4,2,3,4,2,2,2,2,3,4,4,2,3,2,2,3,2,2,3,3,4,3,4,2,1,2,3,3,1,2,1,1,2,2,2,2,3,2,3,4,3,4,2,1,1,4,2,4,2,2,2,3,1,2,1,1,1,3,5,2,1,2,1
10.0,643.651546,595.0617420000001,635.2079860000001,627.4472020000001,649.594164,9.51164,12.852619999999998,12.567489999999998,10.66007,13.15938,11.92201,13.45388,14.509190000000002,14.5106,9.35253,13.20593,10.87826,11.18387,12.13203,9.58447,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,9.0,37.0,37.0,0.0,2.0,9.7433,11.59162,7.334360000000001,12.34223,130.0,126.75,1,5,3,1,1,1,1,1,1,1,1,1,5,2,4,3,1,1,1,1,4,1,3,2,1,1,1,1,1,1,3,1,1,1,2,2,2,2,1,2,1,4,1,1,1,6,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,3,1,1,2,1,1,2,1,2,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,3,1,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,3,2,1,4,3,3,2,2,4,4,3,3,4,3,3,2,1,3,1,2,2,4,2,3,4,2,2,2,2,3,4,4,2,3,2,2,3,2,2,3,3,4,3,4,2,1,2,3,3,1,2,1,1,2,2,2,2,3,2,3,4,3,4,2,1,1,4,2,4,2,2,2,3,1,2,1,1,1,3,5,2,1,2,1
9.42,580.1188420000001,584.7710159999999,589.5555700000001,581.0561180000001,621.454402,10.97885,8.64972,12.567489999999998,9.56347,5.92238,9.17072,9.8041,14.509190000000002,14.5106,8.48851,8.81024,8.57506,9.422330000000002,10.83953,10.8815,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,9.0,37.0,37.0,0.0,2.0,9.7433,11.59162,7.334360000000001,12.34223,130.0,126.75,1,4,1,1,1,2,1,1,2,1,1,1,5,1,3,2,2,1,1,1,4,1,2,1,2,1,1,3,2,2,3,1,1,1,2,2,2,2,1,1,2,4,1,1,1,6,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,2,2,3,1,1,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,3,1,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,3,2,1,4,3,3,2,2,4,4,3,3,4,3,3,2,1,3,1,2,2,4,2,3,4,2,2,2,2,3,4,4,2,3,2,2,3,2,2,3,3,4,3,4,2,1,2,3,3,1,2,1,1,2,2,2,2,3,2,3,4,3,4,2,1,1,4,2,4,2,2,2,3,1,2,1,1,1,3,5,2,1,2,1
10.17,551.095558,565.036418,542.841748,568.712288,572.78125,12.37582,10.82106,7.24426,10.66007,8.31437,9.61297,7.532170000000001,11.286419999999998,11.17158,10.26741,10.9917,10.61066,10.445390000000002,12.13203,12.157349999999997,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,9.0,37.0,37.0,0.0,2.0,9.7433,11.59162,7.334360000000001,12.34223,130.0,126.75,2,4,4,1,1,1,1,1,2,1,2,1,5,1,1,3,2,1,2,1,2,1,1,1,1,3,1,2,2,3,3,1,1,1,2,1,2,2,1,1,2,4,1,1,1,5,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,1,1,2,1,1,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,3,1,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,3,2,1,4,3,3,2,2,4,4,3,3,4,3,3,2,1,3,1,2,2,4,2,3,4,2,2,2,2,3,4,4,2,3,2,2,3,2,2,3,3,4,3,4,2,1,2,3,3,1,2,1,1,2,2,2,2,3,2,3,4,3,4,2,1,1,4,2,4,2,2,2,3,1,2,1,1,1,3,5,2,1,2,1
9.42,449.027534,430.009414,427.547364,459.76466,459.986862,14.77909,9.15299,12.567489999999998,13.33453,9.89746,10.45984,9.399640000000002,10.22238,10.72985,12.02203,13.20593,12.69565,10.445390000000002,9.52493,11.399000000000001,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,9.0,37.0,37.0,0.0,2.0,9.7433,11.59162,7.334360000000001,12.34223,130.0,126.75,2,2,2,1,1,2,2,2,2,2,1,2,5,3,4,2,1,1,1,1,1,3,1,1,2,1,1,2,1,2,2,1,1,1,2,1,2,2,2,2,1,2,1,1,1,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,1,2,1,1,4,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,3,1,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,3,2,1,4,3,3,2,2,4,4,3,3,4,3,3,2,1,3,1,2,2,4,2,3,4,2,2,2,2,3,4,4,2,3,2,2,3,2,2,3,3,4,3,4,2,1,2,3,3,1,2,1,1,2,2,2,2,3,2,3,4,3,4,2,1,1,4,2,4,2,2,2,3,1,2,1,1,1,3,5,2,1,2,1
9.75,510.170412,502.868584,510.16084199999995,533.80256,525.2672200000001,9.79644,10.82106,9.264140000000001,10.0428,10.57259,9.17072,9.0457,13.04647,14.5106,8.91792,10.04897,9.43432,9.422330000000002,10.83953,12.157349999999997,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,9.0,37.0,37.0,0.0,2.0,9.7433,11.59162,7.334360000000001,12.34223,130.0,126.75,1,3,3,1,1,2,1,2,1,1,2,2,5,3,3,2,1,1,1,2,3,2,1,2,1,1,1,2,2,2,3,2,1,2,1,2,2,2,4,2,1,4,1,1,1,6,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,3,1,1,2,2,2,3,1,1,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,3,1,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,3,2,1,4,3,3,2,2,4,4,3,3,4,3,3,2,1,3,1,2,2,4,2,3,4,2,2,2,2,3,4,4,2,3,2,2,3,2,2,3,3,4,3,4,2,1,2,3,3,1,2,1,1,2,2,2,2,3,2,3,4,3,4,2,1,1,4,2,4,2,2,2,3,1,2,1,1,1,3,5,2,1,2,1
9.67,527.8506679999999,497.757292,529.657658,508.21557800000005,513.486128,10.12086,3.2450599999999996,8.49098,7.07874,13.15938,7.68295,7.532170000000001,12.298249999999998,14.5106,12.02203,11.55635,11.82488,11.18387,9.52493,8.67085,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,9.0,37.0,37.0,0.0,2.0,9.7433,11.59162,7.334360000000001,12.34223,130.0,126.75,2,3,1,1,1,1,1,1,2,1,2,2,5,4,3,1,2,1,4,4,3,3,1,2,3,2,3,1,3,3,3,1,1,1,2,2,2,2,1,2,1,3,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,3,1,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,3,2,1,4,3,3,2,2,4,4,3,3,4,3,3,2,1,3,1,2,2,4,2,3,4,2,2,2,2,3,4,4,2,3,2,2,3,2,2,3,3,4,3,4,2,1,2,3,3,1,2,1,1,2,2,2,2,3,2,3,4,3,4,2,1,1,4,2,4,2,2,2,3,1,2,1,1,1,3,5,2,1,2,1
10.25,527.36685,517.976298,513.791446,545.1327180000001,543.894584,8.77882,7.55475,10.28695,8.54449,10.21804,7.68295,7.532170000000001,10.54337,11.17158,8.48851,9.21443,8.78784,10.801940000000002,12.13203,8.67085,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,9.0,37.0,37.0,0.0,2.0,9.7433,11.59162,7.334360000000001,12.34223,130.0,126.75,2,3,2,1,1,2,2,2,2,2,2,2,5,1,3,1,1,1,4,2,2,1,1,2,2,1,2,2,3,3,3,1,1,1,2,1,2,2,2,2,1,4,1,1,1,6,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,1,2,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,3,1,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,3,2,1,4,3,3,2,2,4,4,3,3,4,3,3,2,1,3,1,2,2,4,2,3,4,2,2,2,2,3,4,4,2,3,2,2,3,2,2,3,3,4,3,4,2,1,2,3,3,1,2,1,1,2,2,2,2,3,2,3,4,3,4,2,1,1,4,2,4,2,2,2,3,1,2,1,1,1,3,5,2,1,2,1
10.17,545.589546,546.965056,567.875382,542.606842,552.1465719999999,8.77882,8.23773,12.567489999999998,6.5063699999999995,11.50099,7.097489999999999,9.0457,8.54792,9.3078,8.48851,7.99769,8.14839,13.91988,10.83953,8.45942,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,9.0,37.0,37.0,0.0,2.0,9.7433,11.59162,7.334360000000001,12.34223,130.0,126.75,2,3,1,1,2,2,1,2,2,2,1,2,5,3,2,1,1,2,4,3,4,4,1,2,2,1,3,2,3,2,1,1,1,1,2,2,2,2,1,2,2,3,1,1,1,6,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,3,2,2,2,2,2,1,1,2,4,3,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,3,1,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,3,2,1,4,3,3,2,2,4,4,3,3,4,3,3,2,1,3,1,2,2,4,2,3,4,2,2,2,2,3,4,4,2,3,2,2,3,2,2,3,3,4,3,4,2,1,2,3,3,1,2,1,1,2,2,2,2,3,2,3,4,3,4,2,1,1,4,2,4,2,2,2,3,1,2,1,1,1,3,5,2,1,2,1
10.25,420.917102,402.513534,429.308562,411.01078,410.024112,10.12086,9.15299,7.37578,8.83577,8.6804,9.38515,8.428240000000002,14.509190000000002,9.16048,9.35253,10.9917,10.1163,9.761769999999999,8.994789999999998,8.04235,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,5.999999999999999,37.0,37.0,0.0,0.0,11.27266,9.42597,13.241339999999997,10.27928,130.0,78.0,2,2,2,1,1,1,1,1,1,1,1,2,5,3,3,3,2,1,2,1,3,1,1,2,2,3,2,2,2,2,3,1,1,1,2,1,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,3,4,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,3,2,3,2,2,3,1,1,3,1,2,3,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,2,2,3,2,2,1,4,4,3,3,3,4,4,4,1,4,4,3,1,2,2,2,2,2,1,3,2,2,1,2,2,3,3,3,2,1,1,1,2,3,1,1,3,2,2,4,4,3,2,1,1,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,2,2,1,2,4,2,1,2,1,1,1,1,2,2,1,5,2,2,1,2
10.0,613.3578359999999,596.697374,627.8036880000001,644.862696,615.419568,10.97885,12.852619999999998,9.03816,11.54818,8.31437,14.87956,9.8041,9.60729,9.3078,7.41611,8.40746,7.857160000000001,10.10135,5.695990000000001,9.58447,252.0,36.0,29.999999999999996,8.13929,11.32571,9.92826,991.25,23.000000000000004,33.0,33.0,0.0,5.0,10.35049,13.6815,13.241339999999997,9.1022,182.0,230.75000000000003,2,4,1,1,1,1,1,1,1,1,2,2,5,2,3,3,3,1,2,2,1,1,1,1,1,2,1,2,1,2,3,1,1,1,2,2,2,2,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,3,2,4,3,4,1,2,1,1,2,1,1,1,1,1,1,1,1,2,3,3,3,3,3,4,4,4,3,1,2,2,5,1,1,1,2,1,1,1,2,2,1,3,1,4,1,2,1,1,3,3,3,3,2,3,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,4,1,2,2,1,2,4,1,1,2,3,3,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,2,2,2,1,3,3,3,3,1,4,4,1,1,1,5,3,1,2,1,1,1,1,1,1,5,2,1,1,2
10.0,493.14839,455.5883320000001,489.80506,474.034774,481.43461400000007,8.12699,9.82079,10.28695,8.83577,9.60657,8.96826,10.28978,13.04647,14.5106,9.79887,11.55635,10.61066,10.445390000000002,12.13203,10.14182,280.0,3.0,3.0,5.59729,11.64465,11.16117,910.0,16.0,34.0,34.0,4.0,4.0,8.54003,9.42597,6.0123299999999995,8.54995,182.0,65.0,1,3,3,2,2,1,1,1,2,1,1,1,5,1,3,2,1,1,3,2,4,4,1,3,1,1,2,2,2,1,2,1,1,1,2,1,2,2,1,2,1,4,1,1,1,6,1,1,1,2,1,2,2,2,2,2,1,1,1,2,2,1,1,2,2,1,1,2,1,1,2,1,2,4,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,3,3,4,4,4,5,5,5,5,3,1,1,2,5,1,2,1,1,1,1,1,3,2,1,3,1,3,1,2,2,2,3,3,2,3,2,2,2,3,2,1,2,2,1,1,2,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,3,3,1,1,2,3,2,3,3,1,2,4,2,2,3,4,4,1,1,1,1,1,1,3,1,2,2,3,2,1,3,3,2,1,1,2,1,2,2,4,2,3,3,4,4,4,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,3,3,3,4,1,3,3,1,2,4,2,3,1,1,1,2,1,1,2,2,2,3,2,3,2
9.83,485.61115799999993,455.482464,504.66997999999995,461.29169200000007,484.486442,8.55821,10.82106,8.33331,9.56347,9.30655,8.7748,6.83123,9.29058,7.92896,6.169950000000001,7.57471,6.78757,6.51512,6.27013,4.27605,280.0,3.0,3.0,5.59729,11.64465,11.16117,910.0,16.0,33.0,33.0,3.0,3.0000000000000004,8.54003,9.42597,6.0123299999999995,9.1022,182.0,65.0,2,3,1,1,1,2,1,2,2,2,1,1,5,1,2,2,2,1,3,4,2,4,1,2,1,2,1,2,2,3,3,1,1,1,2,2,2,2,1,2,4,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,3,3,2,2,3,3,3,4,5,1,1,1,1,1,2,1,1,1,1,2,1,1,2,3,3,4,4,4,5,5,5,5,3,1,1,2,5,1,2,1,1,1,1,1,3,2,1,3,1,3,1,2,2,2,3,3,2,3,2,2,2,3,2,1,2,2,1,1,2,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,3,3,1,1,2,3,2,3,3,1,2,4,2,2,3,4,4,1,1,1,1,1,1,3,1,2,2,3,2,1,3,3,2,1,1,2,1,2,2,4,2,3,3,4,4,4,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,3,3,3,4,1,3,3,1,2,4,2,3,1,1,1,2,1,1,2,2,2,3,2,3,2
9.67,346.484944,337.55795,356.508564,370.130516,360.40736,5.915889999999999,5.88997,7.50627,7.07874,8.31437,8.22519,5.95198,7.542070000000001,8.47905,8.91792,10.50035,9.65595,10.445390000000002,10.83953,8.45942,280.0,3.0,3.0,5.59729,11.64465,11.16117,910.0,5.999999999999999,35.0,35.0,0.0,3.0000000000000004,5.97557,7.18418,3.83998,6.51654,182.0,65.0,1,1,3,1,2,2,2,2,1,1,2,2,4,1,3,3,3,4,3,2,4,4,3,3,3,3,3,2,3,3,1,1,1,1,2,1,2,2,1,2,1,2,1,1,2,5,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,2,3,3,2,2,2,2,1,2,4,3,2,1,1,1,1,2,1,1,1,1,2,1,1,2,3,3,4,4,4,5,5,5,5,3,1,1,2,5,1,2,1,1,1,1,1,3,2,1,3,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,2,2,2,1,3,1,3,1,1,1,2,1,2,2,2,2,2,3,3,3,2,3,2,3,3,1,2,4,2,2,3,4,4,1,1,1,1,1,1,3,1,2,2,3,2,1,3,3,2,1,1,2,1,2,2,4,2,3,3,4,4,4,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,4,3,3,4,1,3,3,1,2,4,2,3,1,1,1,2,1,1,2,2,2,3,2,3,3
10.17,486.760014,459.722324,522.4494520000001,470.8787180000001,498.582062,9.00789,7.87932,8.33331,8.83577,9.30655,7.30132,7.532170000000001,7.542070000000001,6.33435,8.48851,9.21443,8.78784,10.445390000000002,12.13203,7.8339,200.0,21.0,21.0,8.00322,14.2115,11.16117,1235.0,27.000000000000004,27.0,27.0,3.0,3.0000000000000004,10.04647,12.35702,11.82034,8.54995,208.0,325.0,2,3,1,2,2,2,1,1,2,1,2,1,5,1,1,1,1,1,1,2,4,3,1,2,2,2,2,2,3,3,3,1,1,1,2,2,2,2,1,2,2,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,3,3,2,2,2,2,1,3,1,5,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,2,3,2,1,2,5,1,2,1,2,1,1,1,2,1,1,1,1,5,1,2,2,1,2,1,3,3,3,2,2,2,2,3,2,3,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,2,2,3,2,2,3,3,3,3,3,3,3,3,4,3,3,3,4,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,4,2,2,2,4,3,1,1,1,2,2,1,2,2,2,2,2,2,4,4,1,3,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2
11.42,447.62610799999993,449.962684,457.502962,479.734462,468.761618,9.00789,8.64972,8.49098,9.1701,9.30655,10.83607,8.72693,10.89263,11.17158,8.91792,10.9917,9.88273,10.10135,12.13203,9.58447,200.0,21.0,21.0,8.00322,14.2115,11.16117,1235.0,27.000000000000004,27.0,27.0,3.0,3.0000000000000004,10.04647,12.35702,11.82034,8.54995,208.0,325.0,2,2,3,1,2,2,1,2,1,1,1,1,2,1,1,2,3,1,1,1,2,2,4,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,6,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,2,3,2,1,2,5,1,2,1,2,1,1,1,2,1,1,1,1,5,1,2,2,1,2,1,3,3,3,2,2,2,2,3,2,3,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,2,2,3,2,2,3,3,3,3,3,3,3,3,4,3,3,3,4,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,4,2,2,2,4,3,1,1,1,2,2,1,2,2,2,2,2,2,4,4,1,3,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2
