ASDAGE,ASRREA,ASRLIT,ASRINF,ASRIIE,ASRRSI,ASBGSEC,ASBGSSB,ASBGSB,ASBGERL,ASBGDRL,ASBGSLR,ASBGSCR,ASBGHRL,ASBHSES,ASBHELA,ASBHENA,ASBHELN,ASBHELT,ASBHPCS,ASBHPLR,ACBG09,ACBG15,ACBG16,ACBGRRS,ACBGEAS,ACBGDAS,ACDGTIHY,ATBG01,ATBR01A,ATBR01B,ATBR02A,ATBR02B,ATBGEAS,ATBGSOS,ATBGTJS,ATBGSLI,ATDGLIHY,ATDGRIHY,ITSEX,ASRIBM,ASBG03,ASBG05A,ASBG05B,ASBG05E,ASBG05F,ASBG05G,ASBG05H,ASBG05I,ASBG05J,ASBG05K,ASBG06,ASBG07A,ASBG07B,ASBG08A,ASBG08B,ASBG10F,ASBR03A,ASBR03B,ASBR03C,ASBR04,ASBR05,ASDGSEC,ASDGSSB,ASDGSB,ASDGERL,ASDGDRL,ASDGSLR,ASDGSCR,ASDG05S,ASBH02A,ASBH02B,ASBH03A,ASBH03B,ASBH03C,ASBH03D,ASBH03E,ASBH04,ASBH06,ASBH07F,ASBH09,ASBH14A,ASBH14B,ASBH14C,ASBH16,ASBH18AA,ASBH18AB,ASBH18BA,ASBH18BB,ASBH18CA,ASBH18CB,ASBH18DA,ASBH18DB,ASBH18EA,ASBH18EB,ASBH19,ASBH20A,ASBH20B,ASBH20C,ASBH21A,ASBH21B,ASBH21C,ASBH21D,ASBH22,ASDGHRL,ASDHSES,ASDHELA,ASDHENA,ASDHELN,ASDHELT,ASDHPCS,ASDHPLR,ASDHAPS,ASDHEDUP,ASDHOCCP,ACBG04,ACBG05A,ACBG05B,ACBG07A,ACBG07B,ACBG07C,ACBG08,ACBG13,ACBG14A,ACBG14B,ACBG14C,ACBG14D,ACBG14E,ACBG14F,ACBG14G,ACBG14H,ACBG14I,ACBG14J,ACBG14K,ACBG14L,ACBG14M,ACBG14N,ACBG17,ACBG18A,ACBG18B,ACBG18C,ACBG19,ACBG20,ACBG21A,ACBG21B,ACBG21C,ACBG21D,ACBG21E,ACBG21F,ACDGRRS,ACDGEAS,ACDGDAS,ACDGSBC,ATBG02,ATBG03,ATBG05AA,ATBG05AB,ATBG05AC,ATBG05AD,ATBG05BA,ATBG05BB,ATBG05BC,ATBG05BD,ATBG05BE,ATBG05BF,ATBG05BG,ATBG05BH,ATBG05BI,ATBG05BJ,ATBG05BK,ATBG06,ATBG07AA,ATBG07BA,ATBG07AB,ATBG07BB,ATBG07AC,ATBG07BC,ATBG07AD,ATBG07BD,ATBG07AE,ATBG07BE,ATBG07AF,ATBG07BF,ATBG07AG,ATBG07BG,ATBG08A,ATBG08B,ATBG08C,ATBG08D,ATBG08E,ATBG09A,ATBG09B,ATBG09C,ATBG09D,ATBR06A,ATBR06B,ATBR06C,ATBR06D,ATBR06E,ATBR07AA,ATBR07AB,ATBR07AC,ATBR07AD,ATBR07BA,ATBR07BB,ATBR07BC,ATBR07BD,ATBR08A,ATBR08B,ATBR08C,ATBR08D,ATBR08E,ATBR08F,ATBR08G,ATBR08H,ATBR09A,ATBR09B,ATBR09C,ATBR09D,ATBR09E,ATBR09F,ATBR09G,ATBR09H,ATBR09I,ATBR10A,ATBR10B,ATBR10C,ATBR10D,ATBR10E,ATBR10F,ATBR10G,ATBR10H,ATBR10I,ATBR10J,ATBR10K,ATBR10L,ATBR11A,ATBR11B,ATBR11C,ATBR11D,ATBR11E,ATBR12A,ATBR12BA,ATBR12BB,ATBR12BC,ATBR12BD,ATBR12C,ATBR12DA,ATBR12DB,ATBR12DC,ATBR12EA,ATBR12EB,ATBR12EC,ATBR12ED,ATBR12EE,ATBR13A,ATBR13B,ATBR13C,ATBR13D,ATBR13E,ATBR14,ATBR15,ATBR16,ATBR17A,ATBR17B,ATBR17C,ATBR18A,ATBR18B,ATBR18C,ATBR18D,ATBR18E,ATBR19,ATDGEAS,ATDGSOS,ATDGTJS,ATDGSLI
10.0,680.467046,719.690048,700.143192,667.588268,684.264862,10.12086,8.64972,8.33331,7.440709999999999,9.89746,9.61297,9.0457,13.04647,13.04932,10.26741,10.9917,10.61066,12.79881,10.10603,10.47786,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,9.0,37.0,37.0,0.0,2.0,9.7433,11.59162,7.334360000000001,12.34223,130.0,126.75,1,5,1,1,1,1,1,2,2,1,1,2,5,3,3,2,3,1,1,1,4,1,1,2,2,2,2,2,2,2,3,1,1,1,2,2,2,2,1,2,1,4,1,1,1,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,3,1,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,3,2,1,4,3,3,2,2,4,4,3,3,4,3,3,2,1,3,1,2,2,4,2,3,4,2,2,2,2,3,4,4,2,3,2,2,3,2,2,3,3,4,3,4,2,1,2,3,3,1,2,1,1,2,2,2,2,3,2,3,4,3,4,2,1,1,4,2,4,2,2,2,3,1,2,1,1,1,3,5,2,1,2,1
9.42,584.964958,611.6205299999999,606.009596,584.519576,610.1491319999999,9.25019,9.15299,8.65929,7.63232,8.31437,10.45984,10.28978,13.04647,14.5106,9.79887,9.62426,9.65595,9.0796,7.91212,10.14182,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,9.0,37.0,37.0,0.0,2.0,9.7433,11.59162,7.334360000000001,12.34223,130.0,126.75,1,4,3,1,2,1,2,1,2,1,2,2,5,3,2,2,2,1,3,3,4,3,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,1,2,1,4,1,1,1,6,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1,1,2,2,2,3,2,2,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,3,1,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,3,2,1,4,3,3,2,2,4,4,3,3,4,3,3,2,1,3,1,2,2,4,2,3,4,2,2,2,2,3,4,4,2,3,2,2,3,2,2,3,3,4,3,4,2,1,2,3,3,1,2,1,1,2,2,2,2,3,2,3,4,3,4,2,1,1,4,2,4,2,2,2,3,1,2,1,1,1,3,5,2,1,2,1
10.17,534.620858,536.097676,562.9617840000001,532.388948,536.567558,7.7878,6.27818,7.24426,6.72566,8.31437,4.80425,2.96784,11.743920000000001,11.68007,8.48851,9.62426,9.00134,11.61328,10.10603,7.8339,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,9.0,37.0,37.0,0.0,2.0,9.7433,11.59162,7.334360000000001,12.34223,130.0,126.75,2,3,1,1,1,2,1,1,2,1,1,2,5,1,2,1,1,1,3,3,4,3,1,3,3,3,3,2,3,3,3,1,1,1,2,2,2,2,1,2,1,1,1,1,1,5,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1,1,3,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,3,1,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,3,2,1,4,3,3,2,2,4,4,3,3,4,3,3,2,1,3,1,2,2,4,2,3,4,2,2,2,2,3,4,4,2,3,2,2,3,2,2,3,3,4,3,4,2,1,2,3,3,1,2,1,1,2,2,2,2,3,2,3,4,3,4,2,1,1,4,2,4,2,2,2,3,1,2,1,1,1,3,5,2,1,2,1
9.83,640.555216,622.4559919999999,671.282486,656.861742,661.09459,8.77882,8.23773,9.264140000000001,8.05152,10.21804,9.86291,8.1368,10.89263,11.68007,8.91792,10.04897,9.43432,11.18387,9.52493,12.157349999999997,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,9.0,37.0,37.0,0.0,2.0,9.7433,11.59162,7.334360000000001,12.34223,130.0,126.75,1,5,2,1,1,1,2,2,2,2,2,1,5,3,4,2,2,1,2,2,4,1,1,2,2,1,2,2,2,3,2,1,1,1,2,2,2,2,1,2,1,4,1,1,1,5,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,1,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,3,1,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,3,2,1,4,3,3,2,2,4,4,3,3,4,3,3,2,1,3,1,2,2,4,2,3,4,2,2,2,2,3,4,4,2,3,2,2,3,2,2,3,3,4,3,4,2,1,2,3,3,1,2,1,1,2,2,2,2,3,2,3,4,3,4,2,1,1,4,2,4,2,2,2,3,1,2,1,1,1,3,5,2,1,2,1
9.75,640.590684,628.324696,663.908846,620.2897419999999,620.9010540000002,8.12699,8.64972,12.567489999999998,9.1701,13.15938,9.61297,9.399640000000002,10.22238,9.99175,10.26741,10.04897,10.1163,10.445390000000002,8.994789999999998,9.8488,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,9.0,37.0,37.0,0.0,2.0,9.7433,11.59162,7.334360000000001,12.34223,130.0,126.75,1,5,3,2,1,1,1,2,2,1,1,2,5,4,3,2,3,1,2,2,3,4,1,3,2,1,2,1,2,2,2,1,1,1,2,2,2,2,1,2,1,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,4,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,3,1,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,3,2,1,4,3,3,2,2,4,4,3,3,4,3,3,2,1,3,1,2,2,4,2,3,4,2,2,2,2,3,4,4,2,3,2,2,3,2,2,3,3,4,3,4,2,1,2,3,3,1,2,1,1,2,2,2,2,3,2,3,4,3,4,2,1,1,4,2,4,2,2,2,3,1,2,1,1,1,3,5,2,1,2,1
11.25,470.473828,475.1841720000001,509.022864,455.606954,456.482224,12.2165,7.87932,10.71767,10.66007,10.57259,5.76631,8.1368,8.54792,8.92588,8.91792,8.81024,8.78784,10.445390000000002,12.13203,9.8488,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,9.0,37.0,37.0,0.0,2.0,9.7433,11.59162,7.334360000000001,12.34223,130.0,126.75,2,3,1,2,1,2,1,1,1,2,2,2,5,4,3,3,3,3,1,1,1,3,1,1,2,1,1,2,3,3,2,1,1,1,2,2,2,2,1,2,1,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,4,3,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,3,1,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,3,2,1,4,3,3,2,2,4,4,3,3,4,3,3,2,1,3,1,2,2,4,2,3,4,2,2,2,2,3,4,4,2,3,2,2,3,2,2,3,3,4,3,4,2,1,2,3,3,1,2,1,1,2,2,2,2,3,2,3,4,3,4,2,1,1,4,2,4,2,2,2,3,1,2,1,1,1,3,5,2,1,2,1
9.67,554.667276,536.0623539999999,548.1414360000001,521.1323540000001,549.05793,8.34208,7.87932,9.528710000000002,7.25705,10.98651,10.14141,9.0457,13.04647,14.5106,8.48851,10.50035,9.43432,10.445390000000002,10.10603,10.47786,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,9.0,37.0,37.0,0.0,2.0,9.7433,11.59162,7.334360000000001,12.34223,130.0,126.75,1,4,2,1,1,2,1,1,1,1,1,2,5,4,4,2,2,1,2,3,4,1,2,3,2,1,2,2,2,2,3,1,1,1,2,1,2,2,1,2,2,4,1,1,1,6,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,1,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,3,1,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,3,2,1,4,3,3,2,2,4,4,3,3,4,3,3,2,1,3,1,2,2,4,2,3,4,2,2,2,2,3,4,4,2,3,2,2,3,2,2,3,3,4,3,4,2,1,2,3,3,1,2,1,1,2,2,2,2,3,2,3,4,3,4,2,1,1,4,2,4,2,2,2,3,1,2,1,1,1,3,5,2,1,2,1
10.08,539.003234,493.650828,559.517478,492.2144139999999,489.062374,10.12086,12.852619999999998,10.965,13.33453,10.98651,12.86202,11.76022,11.743920000000001,11.17158,9.79887,12.25036,10.87826,10.445390000000002,12.13203,11.399000000000001,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,5.999999999999999,37.0,37.0,0.0,0.0,11.27266,9.42597,13.241339999999997,10.27928,130.0,78.0,2,3,1,1,1,1,1,1,1,1,1,1,5,4,4,2,2,1,1,2,3,1,3,2,1,1,1,2,1,1,3,1,1,1,2,2,2,2,1,2,1,3,1,1,1,5,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,3,2,3,2,2,3,1,1,3,1,2,3,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,2,2,3,2,2,1,4,4,3,3,3,4,4,4,1,4,4,3,1,2,2,2,2,2,1,3,2,2,1,2,2,3,3,3,2,1,1,1,2,3,1,1,3,2,2,4,4,3,2,1,1,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,2,2,1,2,4,2,1,2,1,1,1,1,2,2,1,5,2,2,1,2
9.5,534.798576,509.02863,542.991686,510.843756,510.75026,8.34208,7.87932,9.03816,8.83577,9.60657,9.61297,9.399640000000002,11.743920000000001,11.17158,6.169950000000001,12.25036,9.00134,8.36153,6.27013,8.04235,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,5.999999999999999,37.0,37.0,0.0,0.0,11.27266,9.42597,13.241339999999997,10.27928,130.0,78.0,2,3,3,1,1,1,2,2,1,1,2,1,4,3,1,2,1,1,1,3,3,4,2,3,2,2,2,2,2,2,3,1,1,1,2,2,2,2,1,2,1,2,1,1,1,6,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,3,1,2,3,3,3,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,3,2,3,2,2,3,1,1,3,1,2,3,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,2,2,3,2,2,1,4,4,3,3,3,4,4,4,1,4,4,3,1,2,2,2,2,2,1,3,2,2,1,2,2,3,3,3,2,1,1,1,2,3,1,1,3,2,2,4,4,3,2,1,1,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,2,2,1,2,4,2,1,2,1,1,1,1,2,2,1,5,2,2,1,2
9.58,482.926912,458.379512,505.97538799999995,488.3563380000001,488.698312,6.647640000000001,6.93638,9.264140000000001,7.25705,9.30655,5.76631,4.58611,11.743920000000001,11.68007,8.48851,8.40746,8.36223,10.10135,10.83953,6.9618,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,5.999999999999999,37.0,37.0,0.0,0.0,11.27266,9.42597,13.241339999999997,10.27928,130.0,78.0,2,3,1,1,1,1,2,1,1,1,1,2,5,3,4,1,1,1,3,3,4,1,1,3,3,1,2,2,3,3,2,1,1,1,2,2,2,2,1,2,1,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,2,2,2,1,3,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,3,2,3,2,2,3,1,1,3,1,2,3,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,2,2,3,2,2,1,4,4,3,3,3,4,4,4,1,4,4,3,1,2,2,2,2,2,1,3,2,2,1,2,2,3,3,3,2,1,1,1,2,3,1,1,3,2,2,4,4,3,2,1,1,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,2,2,1,2,4,2,1,2,1,1,1,1,2,2,1,5,2,2,1,2
9.67,495.48385600000006,481.2341320000001,501.45680799999997,491.6146019999999,465.529104,11.61875,7.55475,10.965,8.83577,8.6804,8.7748,13.45388,10.89263,10.72985,6.686340000000001,7.99769,7.264050000000001,10.445390000000002,12.13203,6.72098,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,5.999999999999999,37.0,37.0,0.0,0.0,11.27266,9.42597,13.241339999999997,10.27928,130.0,78.0,2,3,3,1,1,1,1,1,1,1,1,2,5,1,2,2,2,1,3,2,4,3,1,1,2,1,2,2,2,1,3,1,1,1,2,2,2,2,1,2,2,3,1,1,1,6,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,4,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,3,2,3,2,2,3,1,1,3,1,2,3,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,2,2,3,2,2,1,4,4,3,3,3,4,4,4,1,4,4,3,1,2,2,2,2,2,1,3,2,2,1,2,2,3,3,3,2,1,1,1,2,3,1,1,3,2,2,4,4,3,2,1,1,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,2,2,1,2,4,2,1,2,1,1,1,1,2,2,1,5,2,2,1,2
9.92,434.23610800000006,387.75926,424.9181659999999,411.8573619999999,409.141208,8.55821,7.87932,10.965,8.54449,8.56969,9.17072,7.19857,9.915260000000002,9.99175,9.79887,10.04897,9.88273,10.445390000000002,8.46496,8.67085,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,5.999999999999999,37.0,37.0,0.0,0.0,11.27266,9.42597,13.241339999999997,10.27928,130.0,78.0,2,2,1,1,1,2,1,1,1,2,2,2,1,3,4,2,2,1,3,2,2,4,2,2,2,1,2,2,2,3,3,1,1,1,2,1,2,2,2,2,1,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,3,2,3,2,2,3,1,1,3,1,2,3,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,2,2,3,2,2,1,4,4,3,3,3,4,4,4,1,4,4,3,1,2,2,2,2,2,1,3,2,2,1,2,2,3,3,3,2,1,1,1,2,3,1,1,3,2,2,4,4,3,2,1,1,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,2,2,1,2,4,2,1,2,1,1,1,1,2,2,1,5,2,2,1,2
9.83,608.045946,573.0224340000001,610.2643780000001,606.087192,639.295064,9.25019,12.852619999999998,12.567489999999998,8.05152,10.21804,8.96826,8.428240000000002,11.286419999999998,11.17158,7.61837,8.81024,8.14839,10.445390000000002,10.10603,8.45942,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,5.999999999999999,37.0,37.0,0.0,0.0,11.27266,9.42597,13.241339999999997,10.27928,130.0,78.0,1,4,1,1,1,1,1,2,2,1,1,2,5,4,3,1,3,1,4,4,3,3,1,2,1,1,2,2,2,2,3,1,1,1,2,1,2,2,1,2,1,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,1,2,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,3,2,3,2,2,3,1,1,3,1,2,3,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,2,2,3,2,2,1,4,4,3,3,3,4,4,4,1,4,4,3,1,2,2,2,2,2,1,3,2,2,1,2,2,3,3,3,2,1,1,1,2,3,1,1,3,2,2,4,4,3,2,1,1,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,2,2,1,2,4,2,1,2,1,1,1,1,2,2,1,5,2,2,1,2
9.42,533.55256,525.821756,544.909218,552.7570240000001,546.1573040000001,10.12086,12.852619999999998,9.528710000000002,10.0428,7.86603,9.86291,7.84162,10.89263,11.17158,8.91792,9.62426,9.2165,9.0796,12.13203,12.157349999999997,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,5.999999999999999,37.0,37.0,0.0,0.0,11.27266,9.42597,13.241339999999997,10.27928,130.0,78.0,1,3,1,1,1,2,1,2,2,1,1,2,5,3,3,2,2,1,2,3,3,2,1,2,1,1,1,3,2,3,2,1,1,1,2,2,2,2,1,1,1,2,1,1,1,6,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,3,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,3,2,3,2,2,3,1,1,3,1,2,3,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,2,2,3,2,2,1,4,4,3,3,3,4,4,4,1,4,4,3,1,2,2,2,2,2,1,3,2,2,1,2,2,3,3,3,2,1,1,1,2,3,1,1,3,2,2,4,4,3,2,1,1,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,2,2,1,2,4,2,1,2,1,1,1,1,2,2,1,5,2,2,1,2
10.17,628.4303660000002,606.177556,596.8853799999999,572.9446660000001,572.153874,8.55821,7.45655,8.65929,6.90346,5.92238,6.88069,11.76022,11.286419999999998,11.17158,9.35253,10.50035,9.88273,12.79881,10.83953,8.67085,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,5.999999999999999,37.0,37.0,0.0,0.0,11.27266,9.42597,13.241339999999997,10.27928,130.0,78.0,2,5,2,1,2,1,2,2,1,1,1,1,5,4,4,2,3,1,1,4,4,3,1,2,2,2,3,3,3,1,2,1,1,1,2,1,2,2,1,2,1,3,1,1,1,6,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2,4,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,3,2,3,2,2,3,1,1,3,1,2,3,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,2,2,3,2,2,1,4,4,3,3,3,4,4,4,1,4,4,3,1,2,2,2,2,2,1,3,2,2,1,2,2,3,3,3,2,1,1,1,2,3,1,1,3,2,2,4,4,3,2,1,1,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,2,2,1,2,4,2,1,2,1,1,1,1,2,2,1,5,2,2,1,2
10.33,525.9719859999999,515.6477120000001,543.406742,532.724476,530.745808,8.77882,12.852619999999998,12.567489999999998,13.33453,9.89746,8.58785,6.83123,10.89263,11.68007,12.02203,11.55635,11.82488,10.801940000000002,12.13203,9.10865,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,5.999999999999999,37.0,37.0,0.0,0.0,11.27266,9.42597,13.241339999999997,10.27928,130.0,78.0,1,3,1,1,1,1,1,1,2,1,1,1,5,3,3,2,2,1,3,4,4,3,1,2,1,1,1,2,2,3,2,1,1,1,2,2,2,2,1,1,2,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,3,2,3,2,2,3,1,1,3,1,2,3,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,2,2,3,2,2,1,4,4,3,3,3,4,4,4,1,4,4,3,1,2,2,2,2,2,1,3,2,2,1,2,2,3,3,3,2,1,1,1,2,3,1,1,3,2,2,4,4,3,2,1,1,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,2,2,1,2,4,2,1,2,1,1,1,1,2,2,1,5,2,2,1,2
9.42,600.37179,584.757928,619.0657819999999,612.6696119999999,628.156242,8.12699,9.15299,9.85265,8.83577,7.23115,8.22519,6.42311,11.743920000000001,12.27791,12.02203,9.62426,10.61066,12.79881,12.13203,8.88647,130.0,35.0,35.0,7.37191,11.006840000000002,11.79092,1040.0,5.999999999999999,37.0,37.0,0.0,0.0,11.27266,9.42597,13.241339999999997,10.27928,130.0,78.0,1,4,2,1,1,1,2,1,1,1,2,2,3,3,4,2,3,1,2,2,3,2,1,3,2,1,2,3,3,3,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,6,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,3,2,3,2,2,3,1,1,3,1,2,3,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,2,2,3,2,2,1,4,4,3,3,3,4,4,4,1,4,4,3,1,2,2,2,2,2,1,3,2,2,1,2,2,3,3,3,2,1,1,1,2,3,1,1,3,2,2,4,4,3,2,1,1,3,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,2,2,1,2,4,2,1,2,1,1,1,1,2,2,1,5,2,2,1,2
