ASDAGE,ASRREA,ASRLIT,ASRINF,ASRIIE,ASRRSI,ASBGSEC,ASBGSSB,ASBGSB,ASBGERL,ASBGDRL,ASBGSLR,ASBGSCR,ASBGHRL,ASBHSES,ASBHELA,ASBHENA,ASBHELN,ASBHELT,ASBHPCS,ASBHPLR,ACBG09,ACBG15,ACBG16,ACBGRRS,ACBGEAS,ACBGDAS,ACDGTIHY,ATBG01,ATBR01A,ATBR01B,ATBR02A,ATBR02B,ATBGEAS,ATBGSOS,ATBGTJS,ATBGSLI,ATDGLIHY,ATDGRIHY,ITSEX,ASRIBM,ASBG03,ASBG05A,ASBG05B,ASBG05E,ASBG05F,ASBG05G,ASBG05H,ASBG05I,ASBG05J,ASBG05K,ASBG06,ASBG07A,ASBG07B,ASBG08A,ASBG08B,ASBG10F,ASBR03A,ASBR03B,ASBR03C,ASBR04,ASBR05,ASDGSEC,ASDGSSB,ASDGSB,ASDGERL,ASDGDRL,ASDGSLR,ASDGSCR,ASDG05S,ASBH02A,ASBH02B,ASBH03A,ASBH03B,ASBH03C,ASBH03D,ASBH03E,ASBH04,ASBH06,ASBH07F,ASBH09,ASBH14A,ASBH14B,ASBH14C,ASBH16,ASBH18AA,ASBH18AB,ASBH18BA,ASBH18BB,ASBH18CA,ASBH18CB,ASBH18DA,ASBH18DB,ASBH18EA,ASBH18EB,ASBH19,ASBH20A,ASBH20B,ASBH20C,ASBH21A,ASBH21B,ASBH21C,ASBH21D,ASBH22,ASDGHRL,ASDHSES,ASDHELA,ASDHENA,ASDHELN,ASDHELT,ASDHPCS,ASDHPLR,ASDHAPS,ASDHEDUP,ASDHOCCP,ACBG04,ACBG05A,ACBG05B,ACBG07B,ACBG07C,ACBG08,ACBG13,ACBG14A,ACBG14B,ACBG14C,ACBG14D,ACBG14E,ACBG14F,ACBG14G,ACBG14H,ACBG14I,ACBG14J,ACBG14K,ACBG14L,ACBG14M,ACBG14N,ACBG17,ACBG18A,ACBG18B,ACBG18C,ACBG19,ACBG20,ACBG21A,ACBG21B,ACBG21C,ACBG21D,ACBG21E,ACBG21F,ACDGRRS,ACDGEAS,ACDGDAS,ACDGSBC,ATBG02,ATBG03,ATBG05AA,ATBG05AB,ATBG05AC,ATBG05AD,ATBG05BA,ATBG05BB,ATBG05BC,ATBG05BD,ATBG05BE,ATBG05BF,ATBG05BG,ATBG05BH,ATBG05BI,ATBG05BJ,ATBG05BK,ATBG06,ATBG07AA,ATBG07BA,ATBG07AB,ATBG07BB,ATBG07AC,ATBG07BC,ATBG07AD,ATBG07BD,ATBG07AE,ATBG07BE,ATBG07AF,ATBG07BF,ATBG07AG,ATBG07BG,ATBG08A,ATBG08B,ATBG08C,ATBG08D,ATBG08E,ATBG09A,ATBG09B,ATBG09C,ATBG09D,ATBR06A,ATBR06B,ATBR06C,ATBR06D,ATBR06E,ATBR07AA,ATBR07AB,ATBR07AC,ATBR07AD,ATBR07BA,ATBR07BB,ATBR07BC,ATBR07BD,ATBR08A,ATBR08B,ATBR08C,ATBR08D,ATBR08E,ATBR08F,ATBR08G,ATBR08H,ATBR09A,ATBR09B,ATBR09C,ATBR09D,ATBR09E,ATBR09F,ATBR09G,ATBR09H,ATBR09I,ATBR10A,ATBR10B,ATBR10C,ATBR10D,ATBR10E,ATBR10F,ATBR10G,ATBR10H,ATBR10I,ATBR10J,ATBR10K,ATBR10L,ATBR11A,ATBR11B,ATBR11C,ATBR11D,ATBR11E,ATBR12A,ATBR12BA,ATBR12BB,ATBR12BC,ATBR12BD,ATBR12C,ATBR12DA,ATBR12DB,ATBR12DC,ATBR12EA,ATBR12EB,ATBR12EC,ATBR12ED,ATBR12EE,ATBR13A,ATBR13B,ATBR13C,ATBR13D,ATBR13E,ATBR14,ATBR15,ATBR16,ATBR17A,ATBR17B,ATBR17C,ATBR18A,ATBR18B,ATBR18C,ATBR18D,ATBR18E,ATBR19,ATDGEAS,ATDGSOS,ATDGTJS,ATDGSLI
10.67,366.25765999999993,379.052306,332.348508,382.905662,342.5225679999999,10.50352,12.852619999999998,12.567489999999998,11.54818,10.21804,11.30153,6.83123,8.54792,7.22491,8.05673,8.81024,8.36223,9.0796,9.52493,10.14182,110.00000000000001,3.0000000000000004,3.0,7.54777,7.23401,12.9615,1193.75,6.000000000000001,24.0,24.0,0.0,3.0,7.0062,6.83434,5.21324,9.1022,178.26667,38.0,2,1,4,2,1,2,1,1,2,1,1,2,5,4,4,2,2,1,2,1,1,2,3,1,1,1,1,2,1,3,3,2,3,2,1,2,2,2,3,3,2,4,1,1,1,3,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,3,2,2,2,3,1,2,4,4,4,1,1,1,2,1,1,4,1,1,1,1,1,1,2,3,3,3,2,4,5,4,3,1,1,2,5,1,2,1,1,1,1,1,2,3,1,2,1,3,1,2,1,2,3,3,3,2,1,3,1,2,2,1,1,3,1,1,1,1,1,1,2,1,2,1,2,2,2,1,2,2,1,1,2,2,3,3,3,2,4,4,4,4,2,4,4,3,3,4,4,4,2,3,1,1,2,3,3,4,3,3,1,2,2,3,3,3,4,1,2,2,2,2,4,3,3,1,3,4,4,2,1,3,3,4,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,2,2,1,2,1,2,1,3,1,2,1,1,2,2,1,5,3,2,3,2
10.33,480.976712,462.51984,500.387882,474.84476400000005,477.832312,14.77909,10.82106,12.567489999999998,8.54449,9.89746,10.83607,7.532170000000001,7.635330710634613,6.714969999999999,8.91792,11.55635,10.1163,13.91988,12.13203,8.67085,70.00000000000001,22.0,9.0,11.03794,9.72437,12.9615,960.0000000000001,8.0,28.0,28.0,0.0,5.0,10.35049,12.35702,11.82034,10.27928,191.99999999999997,95.99999999999999,2,3,1,1,1,1,1,1,1,2,2,1,5,1,1,1,1,1,2,2,4,3,1,1,1,1,2,2,1,3,3,1,1,1,2,2,2,2,1,2,1,1,1,1,1,5,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,2,1,1,2,4,4,4,1,2,3,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,4,4,3,1,1,2,5,1,1,1,1,1,1,1,1,2,1,3,1,3,1,2,1,2,3,3,2,2,1,2,2,1,1,1,1,3,1,1,2,3,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,3,3,3,1,3,3,3,3,1,4,4,3,4,4,2,2,1,1,1,1,1,1,1,4,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,3,3,3,1,2,3,4,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,2,2,2,1,2,2,2,1,2,1,1,1,1,1,5,2,1,1,2
10.42,569.0994280000001,564.429302,555.5940079999999,522.93064,565.3427320000001,9.00789,7.87932,7.872480000000001,8.28542,10.21804,8.58785,8.72693,7.635330710634613,6.714969999999999,9.35253,10.50035,9.88273,11.61328,10.83953,10.14182,70.00000000000001,22.0,9.0,11.03794,9.72437,12.9615,960.0000000000001,8.0,28.0,28.0,0.0,5.0,10.35049,12.35702,11.82034,10.27928,191.99999999999997,95.99999999999999,2,4,1,1,1,1,1,1,2,2,2,1,5,3,2,2,2,1,3,2,3,3,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,2,2,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2,1,1,2,1,2,2,3,2,2,2,1,1,2,4,3,5,1,2,3,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,4,4,3,1,1,2,5,1,1,1,1,1,1,1,1,2,1,3,1,3,1,2,1,2,3,3,2,2,1,2,2,1,1,1,1,3,1,1,2,3,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,3,3,3,1,3,3,3,3,1,4,4,3,4,4,2,2,1,1,1,1,1,1,1,4,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,3,3,3,1,2,3,4,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,2,2,2,1,2,2,2,1,1,1,1,1,1,1,5,2,1,1,2
10.25,612.281232,582.763626,610.14852,603.227984,599.1766379999998,12.60945,9.82079,9.528710000000002,10.0428,10.21804,10.14141,9.8041,10.54337,10.34719,9.79887,10.04897,9.88273,13.91988,7.91212,6.72098,70.00000000000001,22.0,9.0,11.03794,9.72437,12.9615,960.0000000000001,8.0,28.0,28.0,0.0,5.0,10.35049,12.35702,11.82034,10.27928,191.99999999999997,95.99999999999999,1,4,3,2,1,1,1,1,2,1,2,1,5,3,4,3,3,1,1,2,3,1,2,1,1,1,1,2,2,2,3,1,1,2,1,2,2,2,3,2,1,2,1,1,1,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,3,2,3,1,1,2,3,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,4,4,3,1,1,2,5,1,1,1,1,1,1,1,1,2,1,3,1,3,1,2,1,2,3,3,2,2,1,2,2,1,1,1,1,3,1,1,2,3,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,3,3,3,1,3,3,3,3,1,4,4,3,4,4,2,2,1,1,1,1,1,1,1,4,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,3,3,3,1,2,3,4,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,3,2,2,2,1,2,1,2,2,2,1,1,1,1,1,5,2,1,1,2
10.17,476.99739,496.390196,518.788168,455.769528,482.232698,4.64298,9.82079,12.567489999999998,6.36679,9.30655,6.10437,9.0457,7.54207,7.22491,8.05673,8.40746,8.14839,10.10135,7.91212,7.19013,177.0,30.0,30.0,7.7098,10.68733,11.79092,1024.0,5.0,24.0,24.0,6.0,2.0,8.83963,7.87142,6.0123299999999995,5.96314,171.0,19.0,2,3,2,2,2,2,2,1,1,2,2,2,5,3,1,3,3,1,4,4,4,4,1,3,1,1,3,2,3,2,2,1,1,1,2,2,2,2,2,1,2,3,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,3,3,2,2,2,2,2,3,4,4,2,1,1,3,2,1,1,4,1,1,1,1,1,1,2,3,3,4,2,4,5,3,3,2,1,2,3,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,3,1,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,3,3,3,3,3,4,2,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,4,4,4,3,3,4,4,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,4,1,1,3,3,3,1,1,1,1,1,2,3,2,3,3,2,3,3
10.08,366.226602,380.963252,372.985064,377.160668,323.263222,8.34208,8.64972,8.65929,7.63232,5.92238,7.495559999999999,8.428240000000002,8.54792,8.92588,10.26741,10.04897,10.1163,9.761769999999999,4.99314,8.2504,150.0,30.0,30.0,7.7098,10.68733,11.79092,886.66667,5.0,24.0,24.0,6.0,2.0,8.83963,7.87142,6.0123299999999995,5.96314,171.0,19.0,2,1,3,1,2,1,2,1,2,2,2,1,1,1,1,2,1,1,2,3,3,3,1,3,2,2,2,3,3,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,4,3,2,1,1,3,2,1,1,4,1,1,1,1,1,1,2,3,3,4,2,4,5,3,3,2,1,2,3,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,3,1,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,3,3,3,3,3,4,2,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,4,4,4,3,3,4,4,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,4,1,1,3,3,3,1,1,1,1,1,2,3,2,3,3,2,3,3
10.42,501.330936,496.563238,519.534054,554.951302,524.8903280000002,6.93942,8.64972,10.28695,7.8348,9.30655,9.86291,8.1368,9.04046,9.09859,8.05673,8.81024,8.36223,8.72843,9.52493,8.67085,177.0,30.0,30.0,7.7098,10.68733,11.79092,1024.0,5.0,24.0,24.0,6.0,2.0,8.83963,7.87142,6.0123299999999995,5.96314,171.0,19.0,2,3,3,1,1,1,1,1,1,2,1,1,5,3,4,3,3,1,1,2,3,2,3,3,2,1,2,2,2,3,2,1,1,1,2,2,2,1,2,2,1,2,1,1,1,4,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,3,1,2,4,3,2,1,1,3,2,1,1,4,1,1,1,1,1,1,2,3,3,4,2,4,5,3,3,2,1,2,3,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,3,1,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,3,3,3,3,3,4,2,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,4,4,4,3,3,4,4,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,4,1,1,3,3,3,1,1,1,1,1,2,3,2,3,3,2,3,3
10.0,569.045044,537.359648,593.9576880000001,531.6810879999999,545.159054,10.50352,12.852619999999998,7.1104,10.0428,8.31437,9.61297,8.428240000000002,10.22238,10.72985,8.91792,10.50035,9.65595,11.61328,10.10603,10.14182,177.0,30.0,30.0,7.7098,10.68733,11.79092,1024.0,5.0,24.0,24.0,6.0,2.0,8.83963,7.87142,6.0123299999999995,5.96314,171.0,19.0,2,4,3,2,1,2,1,2,1,1,2,1,5,1,1,3,2,1,2,1,4,3,1,1,1,3,1,2,2,2,3,1,1,1,1,2,2,2,1,2,1,2,1,1,1,6,1,1,2,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,3,2,1,1,3,2,1,1,4,1,1,1,1,1,1,2,3,3,4,2,4,5,3,3,2,1,2,3,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,3,1,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,3,3,3,3,3,4,2,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,4,4,4,3,3,4,4,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,4,1,1,3,3,3,1,1,1,1,1,2,3,2,3,3,2,3,3
9.92,382.474308,398.7776740000001,423.109532,399.275768,389.962704,10.97885,8.64972,12.567489999999998,13.33453,13.15938,11.92201,7.19857,9.37044012656989,8.92588,9.79887,11.55635,10.61066,8.36153,5.695990000000001,9.10865,177.0,30.0,30.0,7.7098,10.68733,11.79092,1024.0,5.0,24.0,24.0,6.0,2.0,8.83963,7.87142,6.0123299999999995,5.96314,171.0,19.0,2,1,3,1,2,1,1,1,2,2,1,2,5,1,1,3,2,2,1,1,1,1,4,1,2,1,1,1,1,3,3,1,1,1,2,2,2,2,1,2,3,3,1,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,3,3,2,4,4,2,1,1,3,2,1,1,4,1,1,1,1,1,1,2,3,3,4,2,4,5,3,3,2,1,2,3,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,3,1,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,3,3,3,3,3,4,2,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,4,4,4,3,3,4,4,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,4,1,1,3,3,3,1,1,1,1,1,2,3,2,3,3,2,3,3
10.42,598.030328,565.770676,613.841512,569.285542,601.202262,10.50352,12.852619999999998,10.28695,9.56347,5.92238,8.96826,11.76022,9.29058,8.92588,9.35253,10.50035,9.88273,12.12899,7.91212,9.34052,177.0,30.0,30.0,7.7098,10.68733,11.79092,1024.0,5.0,24.0,24.0,6.0,2.0,8.83963,7.87142,6.0123299999999995,5.96314,171.0,19.0,1,4,3,1,2,1,1,2,2,1,1,1,5,3,2,2,1,1,1,1,4,1,1,1,1,1,1,3,2,1,3,1,1,2,1,2,2,2,2,3,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,1,3,2,1,1,3,2,1,1,4,1,1,1,1,1,1,2,3,3,4,2,4,5,3,3,2,1,2,3,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,3,1,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,3,3,3,3,3,4,2,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,4,4,4,3,3,4,4,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,4,1,1,3,3,3,1,1,1,1,1,2,3,2,3,3,2,3,3
9.58,540.76068,550.648444,532.15076,531.545028,543.8640800000003,6.93942,6.61933,9.264140000000001,6.72566,10.98651,7.495559999999999,8.72693,9.91526,10.72985,7.61837,7.57471,7.49173,10.801940000000002,9.52493,10.14182,177.0,30.0,30.0,7.7098,10.68733,11.79092,1024.0,5.0,24.0,24.0,6.0,2.0,8.83963,7.87142,6.0123299999999995,5.96314,171.0,19.0,2,3,1,1,1,2,2,2,2,2,1,2,5,3,4,1,1,2,2,2,4,4,1,3,3,1,3,2,3,2,1,1,1,2,1,2,2,2,1,2,2,2,1,1,1,6,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,4,1,2,1,1,3,2,1,1,4,1,1,1,1,1,1,2,3,3,4,2,4,5,3,3,2,1,2,3,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,3,1,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,3,3,3,3,3,4,2,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,4,4,4,3,3,4,4,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,4,1,1,3,3,3,1,1,1,1,1,2,3,2,3,3,2,3,3
9.75,470.808194,504.85964600000005,501.872056,492.73913000000016,460.30826,9.51164,6.61933,10.965,6.54828,10.57259,7.30132,9.399640000000002,7.54207,6.33435,9.39275,9.62426,9.45734,11.37096,12.13203,8.67085,150.0,30.0,30.0,7.7098,10.68733,11.79092,1024.0,5.0,24.0,24.0,6.0,2.0,8.83963,7.87142,6.0123299999999995,5.96314,171.0,19.0,1,3,3,2,1,2,1,1,1,2,1,2,5,1,1,2,2,1,2,4,3,3,2,2,3,1,3,2,3,2,3,1,1,1,2,2,2,2,1,2,2,1,1,1,1,5,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,3,3,2,2,2,2,1,2,4,5,2,1,1,3,2,1,1,4,1,1,1,1,1,1,2,3,3,4,2,4,5,3,3,2,1,2,3,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,3,1,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,3,3,3,3,3,4,2,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,4,4,4,3,3,4,4,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,4,1,1,3,3,3,1,1,1,1,1,2,3,2,3,3,2,3,3
10.58,500.978846,476.5373880000001,526.718492,522.4545700000001,500.45337,14.77909,7.87932,10.28695,7.8348,10.57259,7.495559999999999,9.399640000000002,8.54792,9.65449,6.686340000000001,8.40746,7.49173,9.761769999999999,12.13203,7.94644,177.0,30.0,30.0,7.7098,10.68733,11.79092,1024.0,5.0,24.0,24.0,6.0,2.0,8.83963,7.87142,6.0123299999999995,5.96314,171.0,19.0,2,3,3,2,2,2,1,1,2,2,2,1,5,4,4,1,1,2,4,4,4,4,1,1,2,1,2,2,3,2,2,2,2,2,1,2,1,2,3,2,1,1,1,1,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,3,3,3,2,1,1,3,2,1,1,4,1,1,1,1,1,1,2,3,3,4,2,4,5,3,3,2,1,2,3,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,3,1,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,3,3,3,3,3,4,2,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,4,4,4,3,3,4,4,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,4,1,1,3,3,3,1,1,1,1,1,2,3,2,3,3,2,3,3
9.5,561.6405440000001,527.4994780000001,563.081042,559.8601959999999,567.341858,8.12699,9.15299,8.49098,8.28542,9.00419,8.58785,8.428240000000002,11.28642,11.17158,9.35253,9.62426,9.43432,10.801940000000002,10.83953,10.8815,177.0,30.0,30.0,7.7098,10.68733,11.79092,886.66667,5.0,24.0,24.0,6.0,2.0,8.83963,7.87142,6.0123299999999995,5.96314,171.0,19.0,2,4,2,1,2,1,1,2,2,1,2,1,5,2,3,2,2,3,3,4,2,3,1,3,2,2,2,2,2,2,3,1,1,1,1,2,2,2,2,3,3,4,1,1,1,5,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,4,2,1,1,1,3,2,1,1,4,1,1,1,1,1,1,2,3,3,4,2,4,5,3,3,2,1,2,3,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,3,1,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,3,3,3,3,3,4,2,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,4,4,4,3,3,4,4,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,4,1,1,3,3,3,1,1,1,1,1,2,3,2,3,3,2,3,3
10.42,567.2559,573.4424240000001,578.58317,542.0780219999999,531.24174,14.77909,12.852619999999998,12.567489999999998,13.33453,7.86603,14.87956,13.45388,8.54792,7.92896,7.61837,8.81024,8.14839,12.12899,12.13203,10.8815,177.0,30.0,30.0,7.7098,10.68733,11.79092,1024.0,5.0,24.0,24.0,6.0,2.0,8.83963,7.87142,6.0123299999999995,5.96314,171.0,19.0,1,4,1,1,1,1,1,1,1,2,1,2,5,1,1,2,2,1,1,1,4,4,2,1,1,1,1,3,1,1,2,1,1,1,1,2,2,2,3,2,1,4,1,1,1,3,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,3,2,2,2,1,1,1,4,4,2,1,1,3,2,1,1,4,1,1,1,1,1,1,2,3,3,4,2,4,5,3,3,2,1,2,3,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,3,1,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,3,3,3,3,3,4,2,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,4,4,4,3,3,4,4,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,4,1,1,3,3,3,1,1,1,1,1,2,3,2,3,3,2,3,3
10.42,550.427514,561.78776,539.5219979999999,564.9037040000001,516.77783,9.00789,8.64972,12.567489999999998,7.8348,8.6804,8.7748,9.0457,9.91526,8.92588,8.91792,9.21443,9.00134,9.761769999999999,10.83953,7.8339,177.0,30.0,30.0,7.7098,10.68733,11.79092,1024.0,5.0,24.0,24.0,6.0,2.0,8.83963,7.87142,6.0123299999999995,5.96314,171.0,19.0,1,4,3,1,1,1,2,2,1,2,2,2,4,3,3,2,2,1,3,3,4,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,3,1,2,4,1,1,1,5,1,2,1,1,2,1,2,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,3,4,4,5,1,1,3,2,1,1,4,1,1,1,1,1,1,2,3,3,4,2,4,5,3,3,2,1,2,3,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,3,1,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,3,3,3,3,3,4,2,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,4,4,4,3,3,4,4,2,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,4,1,1,3,3,3,1,1,1,1,1,2,3,2,3,3,2,3,3
10.5,410.833172,380.74063000000007,422.001058,397.022668,411.120672,10.50352,10.82106,10.965,8.05152,13.15938,8.96826,7.19857,11.74392,12.27791,9.35253,10.9917,10.1163,9.761769999999999,8.994789999999998,10.8815,100.0,1.0,1.0,8.13929,9.08841,9.2816,1002.75,5.0,23.0,23.0,1.0,2.0,5.97557,7.52665,9.82876,9.1022,152.8,38.2,2,2,3,2,2,2,1,1,1,1,1,1,5,4,4,2,2,1,4,4,4,4,1,1,1,1,2,1,2,3,2,1,1,1,2,1,2,2,1,2,1,4,1,1,1,5,1,1,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,2,1,2,3,1,2,1,1,1,1,1,2,3,2,3,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,4,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,3,3,3,2,2,3,3,3,4,3,3,4,4,3,3,3,4,2,2,2,1,2,2,2,3,4,4,3,3,3,4,4,4,3,2,2,2,1,4,2,2,2,2,2,4,4,2,1,2,3,3,1,2,1,1,1,1,3,3,3,1,2,2,3,4,1,2,1,4,2,4,4,2,2,2,1,1,2,2,2,3,1,3,2,2,2
