ASDAGE,ASRREA,ASRLIT,ASRINF,ASRIIE,ASRRSI,ASBGSEC,ASBGSSB,ASBGSB,ASBGERL,ASBGDRL,ASBGSLR,ASBGSCR,ASBGHRL,ASBHSES,ASBHELA,ASBHENA,ASBHELN,ASBHELT,ASBHPCS,ASBHPLR,ACBG09,ACBG15,ACBG16,ACBGRRS,ACBGEAS,ACBGDAS,ACDGTIHY,ATBG01,ATBR01A,ATBR01B,ATBR02A,ATBR02B,ATBGEAS,ATBGSOS,ATBGTJS,ATBGSLI,ATDGLIHY,ATDGRIHY,ITSEX,ASRIBM,ASBG03,ASBG05A,ASBG05B,ASBG05E,ASBG05F,ASBG05G,ASBG05H,ASBG05I,ASBG06,ASBG07A,ASBG07B,ASBG08A,ASBG08B,ASBG10F,ASBR03A,ASBR03B,ASBR03C,ASBR04,ASBR05,ASDGSEC,ASDGSSB,ASDGSB,ASDGERL,ASDGDRL,ASDGSLR,ASDGSCR,ASDG05S,ASBH02A,ASBH02B,ASBH03A,ASBH03B,ASBH03C,ASBH03D,ASBH03E,ASBH03F,ASBH04,ASBH06,ASBH07F,ASBH09,ASBH14A,ASBH14B,ASBH14C,ASBH16,ASBH18AA,ASBH18AB,ASBH18BA,ASBH18BB,ASBH18CA,ASBH18CB,ASBH18DA,ASBH18DB,ASBH18EA,ASBH18EB,ASBH18FA,ASBH18FB,ASBH19,ASBH20A,ASBH20B,ASBH20C,ASBH21A,ASBH21B,ASBH21C,ASBH21D,ASBH22,ASDGHRL,ASDHSES,ASDHELA,ASDHENA,ASDHELN,ASDHELT,ASDHPCS,ASDHPLR,ASDHAPS,ASDHEDUP,ASDHOCCP,ACBG04,ACBG05A,ACBG05B,ACBG07A,ACBG07B,ACBG07C,ACBG08,ACBG13,ACBG14C,ACBG14D,ACBG14E,ACBG14F,ACBG14G,ACBG14H,ACBG14I,ACBG14J,ACBG14K,ACBG14L,ACBG14M,ACBG14N,ACBG17,ACBG18A,ACBG18B,ACBG18C,ACBG19,ACBG20,ACBG21A,ACBG21B,ACBG21C,ACBG21D,ACBG21E,ACBG21F,ACDGRRS,ACDGEAS,ACDGDAS,ACDGSBC,ATBG02,ATBG03,ATBG05AA,ATBG05AB,ATBG05AC,ATBG05AD,ATBG05BA,ATBG05BB,ATBG05BC,ATBG05BD,ATBG05BE,ATBG05BF,ATBG05BG,ATBG05BH,ATBG05BI,ATBG05BJ,ATBG05BK,ATBG06,ATBG07AA,ATBG07BA,ATBG07AB,ATBG07BB,ATBG07AC,ATBG07BC,ATBG07AD,ATBG07BD,ATBG07AE,ATBG07BE,ATBG07AF,ATBG07BF,ATBG07AG,ATBG07BG,ATBG08A,ATBG08B,ATBG08C,ATBG08D,ATBG08E,ATBG09A,ATBG09B,ATBG09C,ATBG09D,ATBR06A,ATBR06B,ATBR06C,ATBR06D,ATBR06E,ATBR07AA,ATBR07AB,ATBR07AC,ATBR07AD,ATBR07BA,ATBR07BB,ATBR07BC,ATBR07BD,ATBR08A,ATBR08B,ATBR08C,ATBR08D,ATBR08E,ATBR08F,ATBR08G,ATBR08H,ATBR09A,ATBR09B,ATBR09C,ATBR09D,ATBR09E,ATBR09F,ATBR09G,ATBR09H,ATBR09I,ATBR10A,ATBR10B,ATBR10C,ATBR10D,ATBR10E,ATBR10F,ATBR10G,ATBR10H,ATBR10I,ATBR10J,ATBR10K,ATBR10L,ATBR11A,ATBR11B,ATBR11C,ATBR11D,ATBR11E,ATBR12A,ATBR12BA,ATBR12BB,ATBR12BC,ATBR12C,ATBR12DA,ATBR12DB,ATBR12DC,ATBR12EA,ATBR12EB,ATBR12EC,ATBR12ED,ATBR12EE,ATBR13A,ATBR13B,ATBR13C,ATBR13D,ATBR13E,ATBR14,ATBR15,ATBR16,ATBR17A,ATBR17B,ATBR17C,ATBR18A,ATBR18B,ATBR18C,ATBR18D,ATBR18E,ATBR19,ATDGEAS,ATDGSOS,ATDGTJS,ATDGSLI
9.75,674.017014,635.532576,635.7769519999999,664.467766,675.7200740000001,9.79644,10.82106,12.567489999999998,13.33453,11.50099,10.41598,9.608060000000002,9.04046,9.09859,10.26741,10.9917,10.61066,13.91988,12.13203,9.58447,200.0,18.0,2.0,8.99854,10.366780000000002,8.99347,933.33333,22.0,27.0,27.0,2.0,4.0,8.54003,7.87142,3.83998,9.1022,177.77778,222.22222,1,5,1,1,1,2,1,2,2,1,5,4,4,2,3,1,1,1,3,1,2,2,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,1,2,1,3,1,1,1,5,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,2,2,2,1,1,1,1,2,3,1,2,2,2,1,1,2,1,1,4,1,1,1,2,2,3,4,4,2,4,5,5,3,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,2,1,2,3,2,2,2,3,3,3,3,3,1,4,3,1,2,1,3,2,2,2,1,2,2,2,2,2,3,3,2,3,2
10.17,572.848674,567.3635219999999,581.9587819999999,598.1120739999999,548.941852,6.647640000000001,7.55475,6.51306,8.54449,11.50099,7.097489999999999,7.532170000000001,9.60729,9.65449,2.07167,4.5676,3.02642,7.97118,12.13203,2.7714,60.00000000000001,5.0,5.0,8.99854,8.15958,9.2816,773.33333,33.0,20.0,20.0,0.0,3.0,7.93892,8.996849999999998,8.67953,9.680369999999998,266.66667,100.0,2,4,1,1,2,1,1,1,2,1,5,1,1,3,1,1,1,1,4,1,1,3,2,3,2,2,3,3,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,5,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,3,2,2,3,3,3,3,1,3,4,1,1,1,2,2,1,2,1,1,4,1,1,2,2,2,3,3,3,3,3,4,4,4,2,2,1,1,1,1,2,1,1,1,1,2,3,2,2,1,5,1,2,1,2,3,3,3,3,3,2,2,1,2,1,2,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,2,1,2,3,1,1,4,4,4,1,2,2,4,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,3,2,3,3,2,1,3,1,1,1,2,2,1,1,1,1,2,3,4,3,3,4,4,4,2,2,2,2,4,3,3,3,4,4,4,4,4,1,2,2,2,1,1,3,2,3,3,3,1,1,1,1,3,5,3,2,2,2
9.75,469.00856200000004,507.3743820000001,522.998434,518.717888,488.937332,7.105289999999999,6.27818,9.528710000000002,6.90346,13.15938,7.23693,8.1368,8.08848,8.47905,11.33758,13.20593,12.22172,11.18387,12.13203,10.8815,60.00000000000001,5.0,5.0,8.99854,8.15958,9.2816,773.33333,33.0,20.0,20.0,0.0,3.0,7.93892,8.996849999999998,8.67953,9.680369999999998,266.66667,100.0,2,2,1,1,2,1,2,2,2,1,5,3,3,1,1,1,4,4,3,1,1,3,3,1,3,1,3,3,1,1,1,1,2,2,2,2,2,1,3,2,2,1,2,1,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1,1,1,2,1,1,4,3,2,1,2,2,1,2,1,1,4,1,1,2,2,2,3,3,3,3,3,4,4,4,2,2,1,1,1,1,2,1,1,1,1,2,3,2,2,1,5,1,2,1,2,3,3,3,3,3,2,2,1,2,1,2,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,2,1,2,3,1,1,4,4,4,1,2,2,4,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,3,2,3,3,2,1,3,1,1,1,2,2,1,1,1,1,2,3,4,3,3,4,4,4,2,2,2,2,4,3,3,3,4,4,4,4,4,1,2,2,2,1,1,3,2,3,3,3,1,1,1,1,3,5,3,2,2,2
10.000000000000002,593.676038,585.159094,610.7647460000001,611.359062,591.183276,6.314419999999999,6.93638,6.97258,8.83577,10.57259,10.83607,10.28978,11.28642,11.68007,11.33758,11.55635,11.47732,10.801940000000002,12.13203,11.399000000000001,60.00000000000001,5.0,5.0,8.99854,8.15958,9.2816,773.33333,33.0,20.0,20.0,0.0,3.0,7.93892,8.996849999999998,8.67953,9.680369999999998,266.66667,100.0,1,4,1,1,2,2,2,2,2,1,5,4,4,2,2,2,1,2,2,1,2,3,3,3,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,6,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,1,4,1,1,2,2,2,3,3,3,3,3,4,4,4,2,2,1,1,1,1,2,1,1,1,1,2,3,2,2,1,5,1,2,1,2,3,3,3,3,3,2,2,1,2,1,2,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,2,1,2,3,1,1,4,4,4,1,2,2,4,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,3,2,3,3,2,1,3,1,1,1,2,2,1,1,1,1,2,3,4,3,3,4,4,4,2,2,2,2,4,3,3,3,4,4,4,4,4,1,2,2,2,1,1,3,2,3,3,3,1,1,1,1,3,5,3,2,2,2
9.92,512.528274,485.309508,506.41134200000016,466.800926,544.679042,14.11048,7.55475,9.264140000000001,4.49049,9.60657,7.097489999999999,9.0457,8.54792,6.33435,8.05673,8.81024,8.36223,9.761769999999999,8.994789999999998,7.6397699999999995,40.0,5.0,5.0,7.37191,9.08841,9.928259999999998,773.33333,25.0,27.0,27.0,1.0,2.0,7.63433,8.22671,6.0123299999999995,9.1022,200.0,83.33332999999998,2,3,3,1,1,1,1,1,1,1,2,1,1,2,1,1,4,4,3,4,3,1,2,1,3,2,3,2,3,1,1,1,2,2,1,2,2,3,3,3,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,1,3,2,5,2,1,1,1,1,2,1,2,2,1,1,1,1,3,1,1,4,1,1,4,4,3,2,1,2,2,1,1,1,2,1,1,2,2,3,1,2,1,4,1,2,2,2,2,2,2,3,2,1,2,2,1,1,1,3,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,2,3,1,1,2,4,3,4,3,2,4,4,3,3,3,3,4,4,3,2,4,2,1,2,3,3,3,3,3,3,3,3,3,3,1,2,2,2,3,3,3,4,3,3,4,3,3,2,3,4,4,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,3,1,1,2,3,2,2,3,2,1,1,2,3,3,1,3,2,3,2
10.5,588.718226,540.341064,588.354678,564.979396,570.90811,9.79644,9.82079,12.567489999999998,10.66007,9.00419,11.92201,10.28978,13.046469999999998,14.5106,9.79887,10.9917,10.3576,8.36153,8.46496,8.88647,165.0,19.0,2.0,8.13929,11.64465,11.79092,853.3333299999999,6.0,29.0,29.0,0.0,0.0,10.35049,9.42597,9.82876,10.27928,192.59259,44.44444,1,4,1,1,1,1,1,1,1,1,4,3,3,2,2,1,1,1,2,1,3,2,1,1,1,2,1,1,3,1,1,1,2,1,2,1,2,1,3,3,2,1,1,1,6,1,1,2,1,2,1,2,2,1,1,1,2,1,1,2,2,1,1,2,2,2,1,1,2,1,2,3,2,2,4,1,1,1,2,3,1,2,1,1,4,1,1,2,2,3,3,3,4,4,4,5,5,3,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,2,2,3,3,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,3,1,2,2,1,1,3,3,3,3,1,4,2,3,4,2,4,4,3,1,3,2,2,1,1,2,2,2,1,2,4,3,3,1,1,1,1,1,3,2,1,2,1,2,3,2,1,2,2,1,3,2,1,1,1,1,4,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,1,3,2,1,3,2,1,2,1,1,1,2,1,2,5,2,2,2,2
10.33,472.256246,484.217066,483.326032,457.467852,497.111094,7.453760000000001,7.55475,8.49098,8.05152,8.31437,7.495559999999999,7.532170000000001,11.61908,12.98332,11.33758,10.50035,10.87826,9.422330000000002,7.91212,8.04235,58.00000000000001,7.000000000000001,7.0,6.42218,13.34892,11.79092,773.33333,18.0,29.0,29.0,5.0,5.000000000000001,10.96267,11.59162,11.82034,9.680369999999998,166.66667,100.0,1,2,3,2,1,1,2,2,2,1,5,4,3,1,1,1,4,2,1,2,3,3,2,2,2,2,3,3,1,2,3,2,2,2,2,2,1,3,3,1,3,2,1,1,6,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,2,1,1,2,1,3,2,3,4,1,7,1,2,1,1,2,1,1,2,1,1,1,2,2,2,2,2,3,3,3,3,3,1,1,2,2,1,1,1,1,1,1,1,3,1,1,1,1,4,1,2,2,1,3,2,3,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,1,4,2,3,4,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,3,3,3,3,3,3,3,2,2,3,2,2,2,3,3,2,2,2,2,3,3,3,2,2,2,2,3,2,2,2,2,4,3,3,3,4,4,4,4,4,1,4,2,1,1,4,1,1,3,3,3,2,2,2,2,3,3,2,1,1,2
9.67,392.470184,378.960594,436.37948399999993,428.27221999999995,400.906174,9.00789,8.64972,12.567489999999998,13.33453,7.86603,7.54799,9.399640000000002,7.74295,6.52496,3.91689,6.107649999999999,4.93172,8.36153,7.91212,10.8815,40.0,9.0,1.0,8.51928,11.64465,11.16117,773.33333,10.0,27.0,27.0,3.0,3.0,11.90844,9.42597,8.67953,8.54995,200.0,83.33332999999998,2,1,1,1,1,1,1,1,2,2,1,3,3,1,1,1,2,1,1,4,4,2,2,1,1,3,3,2,2,1,1,1,1,2,2,2,2,2,3,3,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,2,1,4,4,5,1,4,1,1,2,1,1,4,1,1,1,1,1,2,2,3,3,3,3,3,3,1,1,2,3,1,2,1,1,1,1,1,2,2,1,2,1,3,1,2,2,2,2,2,3,3,3,2,2,2,2,2,2,3,2,1,2,1,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,2,3,2,2,2,4,3,3,2,2,3,3,3,1,2,3,2,1,1,3,1,1,2,2,2,2,3,1,2,2,1,2,2,3,1,2,2,2,3,2,2,3,2,3,4,4,2,1,2,2,3,2,2,2,2,4,3,3,3,4,4,4,4,4,2,1,1,4,2,1,3,2,1,2,1,1,1,2,2,2,2,2,2,2,2
10.58,462.818822,457.46112800000003,498.6283359999999,502.290004,480.659232,9.25019,6.61933,9.264140000000001,7.25705,15.04369,8.40525,7.84162,10.22238,10.34719,9.62571,9.30138,9.37781,12.45311,10.12273,9.72077,120.0,5.0,5.0,13.21407,13.752690000000001,11.16117,933.33333,18.0,28.000000000000004,28.000000000000004,5.0,4.0,8.54003,7.18418,8.0184,9.1022,200.0,100.0,2,2,1,1,1,1,1,1,2,1,5,3,2,2,1,1,3,3,3,3,2,2,3,1,2,1,2,3,3,1,1,1,1,2,2,2,2,1,3,1,2,1,1,1,6,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,4,1,2,1,2,1,1,2,1,1,3,1,1,1,1,1,1,2,2,2,2,3,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,2,3,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,3,1,3,2,2,3,3,3,4,2,3,3,4,3,1,4,3,3,2,2,3,3,2,4,2,3,3,4,3,1,1,3,1,4,4,1,2,1,2,3,2,1,3,1,2,4,4,2,3,3,3,4,1,1,1,1,3,3,3,2,3,4,4,4,4,1,3,1,2,1,4,2,1,1,1,1,2,1,1,1,3,3,3,2,2,2
9.92,594.6699179999999,593.685346,590.5615359999999,594.785716,610.8128820000001,9.79644,7.24879,7.50627,6.54828,8.31437,7.30132,10.28978,11.28642,11.68007,8.48851,8.40746,8.36223,9.761769999999999,9.52493,9.34052,120.0,5.0,5.0,13.21407,13.752690000000001,11.16117,933.33333,18.0,28.000000000000004,28.000000000000004,5.0,4.0,8.54003,7.18418,8.0184,9.1022,200.0,100.0,2,4,3,1,1,2,1,2,2,1,1,2,2,3,3,2,1,4,1,4,1,2,3,3,3,2,3,1,3,1,1,1,2,2,2,2,2,1,2,2,3,1,1,1,6,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,1,2,3,1,1,1,2,1,1,2,1,1,3,1,1,1,1,1,1,2,2,2,2,3,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,2,3,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,3,1,3,2,2,3,3,3,4,2,3,3,4,3,1,4,3,3,2,2,3,3,2,4,2,3,3,4,3,1,1,3,1,4,4,1,2,1,2,3,2,1,3,1,2,4,4,2,3,3,3,4,1,1,1,1,3,3,3,2,3,4,4,4,4,1,3,1,2,1,4,2,1,1,1,1,2,1,1,1,3,3,3,2,2,2
10.67,427.5335960000001,383.511,452.5260779999999,435.9985620000001,418.5775660000001,8.12699,12.852619999999998,6.13793,9.56347,7.86603,10.83607,6.83123,9.29058,9.3078,6.686340000000001,7.99769,7.264050000000001,7.97118,10.83953,10.14182,120.0,5.0,5.0,13.21407,13.752690000000001,11.16117,933.33333,18.0,28.000000000000004,28.000000000000004,5.0,4.0,8.54003,7.18418,8.0184,9.1022,200.0,100.0,1,2,2,1,1,1,2,1,2,1,2,2,3,1,2,1,2,1,3,3,2,3,1,3,1,3,1,3,3,1,1,1,1,2,2,2,2,2,3,2,3,1,1,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,1,2,2,3,4,1,2,1,1,2,1,1,3,1,1,1,1,1,1,2,2,2,2,3,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,2,3,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,3,1,3,2,2,3,3,3,4,2,3,3,4,3,1,4,3,3,2,2,3,3,2,4,2,3,3,4,3,1,1,3,1,4,4,1,2,1,2,3,2,1,3,1,2,4,4,2,3,3,3,4,1,1,1,1,3,3,3,2,3,4,4,4,4,1,3,1,2,1,4,2,1,1,1,1,2,1,1,1,3,3,3,2,2,2
10.58,676.6558,697.6584260000001,702.1569300000001,698.293908,686.439752,9.51164,12.852619999999998,12.567489999999998,13.33453,12.18062,11.30153,13.45388,11.74392,13.04932,14.774559999999997,13.20593,14.16594,13.91988,8.994789999999998,10.47786,120.0,5.0,5.0,13.21407,13.752690000000001,11.16117,933.33333,18.0,28.000000000000004,28.000000000000004,5.0,4.0,8.54003,7.18418,8.0184,9.1022,200.0,100.0,1,5,1,1,1,2,2,2,1,2,5,2,4,2,2,1,1,1,3,2,3,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,3,1,2,1,1,1,5,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,2,1,3,1,1,1,2,1,1,2,1,1,3,1,1,1,1,1,1,2,2,2,2,3,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,2,3,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,3,1,3,2,2,3,3,3,4,2,3,3,4,3,1,4,3,3,2,2,3,3,2,4,2,3,3,4,3,1,1,3,1,4,4,1,2,1,2,3,2,1,3,1,2,4,4,2,3,3,3,4,1,1,1,1,3,3,3,2,3,4,4,4,4,1,3,1,2,1,4,2,1,1,1,1,2,1,1,1,3,3,3,2,2,2
10.08,640.3822279999999,644.91924,632.9439380000001,660.831366,661.187804,10.50352,8.23773,12.567489999999998,9.1701,15.04369,11.92201,10.90567,14.50919,14.5106,12.02203,15.01872,13.29912,13.91988,8.46496,10.8815,120.0,5.0,5.0,13.21407,13.752690000000001,11.16117,933.33333,18.0,28.000000000000004,28.000000000000004,5.0,4.0,8.54003,7.18418,8.0184,9.1022,200.0,100.0,1,5,1,1,1,1,2,1,2,2,5,4,4,1,1,1,2,2,3,2,2,1,2,1,2,1,1,1,3,1,1,1,1,2,2,1,1,1,3,1,3,1,1,1,5,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,3,1,1,1,1,1,1,2,2,2,2,3,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,2,3,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,3,1,3,2,2,3,3,3,4,2,3,3,4,3,1,4,3,3,2,2,3,3,2,4,2,3,3,4,3,1,1,3,1,4,4,1,2,1,2,3,2,1,3,1,2,4,4,2,3,3,3,4,1,1,1,1,3,3,3,2,3,4,4,4,4,1,3,1,2,1,4,2,1,1,1,1,2,1,1,1,3,3,3,2,2,2
9.83,676.0936240000001,650.88042,655.3195640000001,635.390624,662.6346179999999,8.55821,9.15299,12.567489999999998,7.8348,12.18062,7.68295,9.399640000000002,13.046469999999998,13.04932,9.35253,9.21443,9.2165,11.61328,7.91212,8.2504,120.0,5.0,5.0,13.21407,13.752690000000001,11.16117,933.33333,18.0,28.000000000000004,28.000000000000004,5.0,4.0,8.54003,7.18418,8.0184,9.1022,200.0,100.0,1,5,1,1,1,2,2,2,2,1,5,4,3,2,1,1,3,2,3,1,1,2,2,1,2,1,3,2,3,1,1,1,2,2,2,2,2,1,2,2,4,1,1,1,6,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,4,1,1,1,2,1,1,2,1,1,3,1,1,1,1,1,1,2,2,2,2,3,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,2,3,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,3,1,3,2,2,3,3,3,4,2,3,3,4,3,1,4,3,3,2,2,3,3,2,4,2,3,3,4,3,1,1,3,1,4,4,1,2,1,2,3,2,1,3,1,2,4,4,2,3,3,3,4,1,1,1,1,3,3,3,2,3,4,4,4,4,1,3,1,2,1,4,2,1,1,1,1,2,1,1,1,3,3,3,2,2,2
10.5,676.5687540000001,642.0826040000001,704.7333259999999,683.913616,674.780674,7.20676,8.23773,9.264140000000001,8.54449,15.04369,14.87956,13.45388,10.892629999999999,11.17158,7.16522,8.40746,7.714189999999999,13.91988,6.80582,10.8815,30.0,10.0,1.0,7.7098,13.752690000000001,12.9615,1400.0,23.0,21.000000000000004,21.000000000000004,1.0,1.0,11.27266,12.35702,11.82034,12.34223,177.77778,207.40741,2,5,1,1,1,1,2,2,2,1,4,4,3,2,1,3,1,1,4,1,1,3,2,1,2,1,1,1,2,1,1,1,2,2,2,2,2,1,3,1,4,1,1,1,6,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,3,2,1,2,2,2,1,2,1,4,1,2,1,1,1,1,2,1,1,4,1,1,1,1,3,3,3,4,2,3,5,3,3,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,4,1,2,2,2,2,2,3,3,2,2,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,3,3,2,3,4,3,3,3,1,3,2,1,2,2,2,1,2,2,2,2,2,2,3,3,3,2,3,2,2,3,2,3,3,2,3,2,2,3,3,2,2,2,2,3,2,2,2,2,4,3,3,3,4,4,4,4,4,1,1,1,1,2,1,1,1,3,3,3,1,1,2,1,3,1,2,1,1,1
9.75,556.4710520000001,550.627014,587.0341799999999,551.358294,579.0661120000001,14.77909,12.852619999999998,8.781760000000004,13.33453,14.748029999999998,11.30153,13.45388,13.046469999999998,13.04932,9.79887,10.50035,10.1163,10.10135,7.35062,9.10865,120.0,16.0,2.0,8.51928,8.7756,12.9615,814.9333299999998,7.0,14.000000000000002,14.000000000000002,0.0,1.0,8.24023,6.46434,6.680299999999999,10.27928,191.0,135.29167,2,4,1,1,1,2,2,2,2,2,5,1,4,2,1,1,1,1,4,1,4,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,6,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,4,1,1,4,2,3,1,2,1,1,3,1,1,1,2,2,3,4,4,2,4,5,4,3,1,2,2,1,1,2,2,2,2,2,1,2,3,1,3,1,3,1,2,1,2,3,2,2,2,2,2,1,2,2,1,1,1,1,2,1,3,2,3,1,2,1,2,1,2,2,3,2,1,2,2,3,2,3,2,1,2,3,3,2,2,1,2,3,4,3,3,1,2,2,2,3,1,1,2,2,2,3,3,2,2,3,3,3,1,1,1,2,2,2,2,3,1,3,3,3,4,4,2,2,2,4,3,2,2,2,2,4,3,3,3,4,4,4,4,4,1,2,3,1,2,1,4,1,1,1,1,1,1,2,2,2,5,3,3,3,2
9.67,539.240132,486.0478800000001,530.74249,550.08475,540.339962,8.12699,5.660319999999999,8.33331,6.93114,8.6804,2.10925,6.42311,10.22238,10.34719,8.91792,11.55635,10.1163,12.79881,9.52493,8.04235,120.0,16.0,2.0,8.51928,8.7756,12.9615,814.9333299999998,7.0,14.000000000000002,14.000000000000002,0.0,1.0,8.24023,6.46434,6.680299999999999,10.27928,191.0,135.29167,2,3,3,1,1,1,2,1,2,2,5,4,4,1,1,1,4,4,4,1,1,3,3,2,3,2,3,3,3,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,1,3,3,1,1,4,2,3,1,2,1,1,3,1,1,1,2,2,3,4,4,2,4,5,4,3,1,2,2,1,1,2,2,2,2,2,1,2,3,1,3,1,3,1,2,1,2,3,2,2,2,2,2,1,2,2,1,1,1,1,2,1,3,2,3,1,2,1,2,1,2,2,3,2,1,2,2,3,2,3,2,1,2,3,3,2,2,1,2,3,4,3,3,1,2,2,2,3,1,1,2,2,2,3,3,2,2,3,3,3,1,1,1,2,2,2,2,3,1,3,3,3,4,4,2,2,2,4,3,2,2,2,2,4,3,3,3,4,4,4,4,4,1,2,3,1,2,1,4,1,1,1,1,1,1,2,2,2,5,3,3,3,2
