ASDAGE,ASRREA,ASRLIT,ASRINF,ASRIIE,ASRRSI,ASBGSEC,ASBGSSB,ASBGSB,ASBGERL,ASBGDRL,ASBGSLR,ASBGSCR,ASBGHRL,ASBHSES,ASBHELA,ASBHENA,ASBHELN,ASBHELT,ASBHPCS,ASBHPLR,ACBG06A,ACBG06B,ACBG09,ACBG15,ACBG16,ACBGRRS,ACBGEAS,ACBGDAS,ACDGTIHY,ATBG01,ATBR01A,ATBR01B,ATBR02A,ATBR02B,ATBR04,ATBR05,ATBGEAS,ATBGSOS,ATBGTJS,ATBGSLI,ATDGLIHY,ATDGRIHY,ITSEX,ASRIBM,ASBG03,ASBG04,ASBG05A,ASBG05B,ASBG05C,ASBG05D,ASBG05E,ASBG05F,ASBG05G,ASBG05H,ASBG05I,ASBG06,ASBG07A,ASBG07B,ASBG08A,ASBG08B,ASBG09A,ASBG09B,ASBG09C,ASBG09D,ASBG09E,ASBG09F,ASBG09G,ASBG09H,ASBG10A,ASBG10B,ASBG10C,ASBG10D,ASBG10E,ASBG10F,ASBG11A,ASBG11B,ASBG11C,ASBG11D,ASBG11E,ASBG11F,ASBG11G,ASBG11H,ASBG11I,ASBG11J,ASBR01A,ASBR01B,ASBR01C,ASBR01D,ASBR01E,ASBR01F,ASBR01G,ASBR01H,ASBR01I,ASBR02A,ASBR02B,ASBR02C,ASBR02D,ASBR02E,ASBR03A,ASBR03B,ASBR03C,ASBR04,ASBR05,ASBR06A,ASBR06B,ASBR07A,ASBR07B,ASBR07C,ASBR07D,ASBR07E,ASBR07F,ASBR07G,ASBR07H,ASBR08A,ASBR08B,ASBR08C,ASBR08D,ASBR08E,ASBR08F,ASDGSEC,ASDGSSB,ASDGSB,ASDGERL,ASDGDRL,ASDGSLR,ASDGSCR,ASDG05S,ASDRLOWP,ASBH01A,ASBH01B,ASBH01C,ASBH01D,ASBH01E,ASBH01F,ASBH01G,ASBH01H,ASBH01I,ASBH01J,ASBH01K,ASBH01L,ASBH01M,ASBH01N,ASBH01O,ASBH01P,ASBH01Q,ASBH01R,ASBH02A,ASBH02B,ASBH03A,ASBH03B,ASBH03C,ASBH03D,ASBH03E,ASBH03F,ASBH04,ASBH05AA,ASBH05AB,ASBH05B,ASBH06,ASBH07A,ASBH07B,ASBH07C,ASBH07D,ASBH07E,ASBH07F,ASBH07G,ASBH08A,ASBH08B,ASBH08C,ASBH08D,ASBH08E,ASBH08F,ASBH09,ASBH10,ASBH11A,ASBH11B,ASBH11C,ASBH11D,ASBH11E,ASBH11F,ASBH11G,ASBH11H,ASBH12,ASBH13,ASBH14A,ASBH14B,ASBH14C,ASBH15A,ASBH15B,ASBH16,ASBH17A,ASBH17B,ASBH18AA,ASBH18AB,ASBH18BA,ASBH18BB,ASBH18CA,ASBH18CB,ASBH18DA,ASBH18DB,ASBH18EA,ASBH18EB,ASBH18FA,ASBH18FB,ASBH19,ASBH20A,ASBH20B,ASBH20C,ASBH21A,ASBH21B,ASBH21C,ASBH21D,ASBH22,ASDGHRL,ASDHSES,ASDHELA,ASDHENA,ASDHELN,ASDHELT,ASDHPCS,ASDHPLR,ASDHAPS,ASDHEDUP,ASDHOCCP,ACBG03A,ACBG03B,ACBG04,ACBG05A,ACBG05B,ACBG06C,ACBG07A,ACBG07B,ACBG07C,ACBG08,ACBG10AA,ACBG10AB,ACBG10AC,ACBG10AD,ACBG10AE,ACBG10AF,ACBG10AG,ACBG10AH,ACBG10AI,ACBG10AJ,ACBG10BA,ACBG10BB,ACBG10BC,ACBG10BD,ACBG11A,ACBG11B,ACBG11C,ACBG11D,ACBG11E,ACBG11F,ACBG11G,ACBG11H,ACBG11I,ACBG11J,ACBG11K,ACBG11L,ACBG12A,ACBG12B,ACBG12C,ACBG12D,ACBG12E,ACBG12F,ACBG12G,ACBG12H,ACBG12I,ACBG12J,ACBG13,ACBG14C,ACBG14D,ACBG14E,ACBG14F,ACBG14G,ACBG14H,ACBG14I,ACBG14J,ACBG14K,ACBG14L,ACBG14M,ACBG14N,ACBG17,ACBG18A,ACBG18B,ACBG18C,ACBG19,ACBG20,ACBG21A,ACBG21B,ACBG21C,ACBG21D,ACBG21E,ACBG21F,ACDGRRS,ACDGEAS,ACDGDAS,ACDGSBC,ATBG02,ATBG03,ATBG04,ATBG05AA,ATBG05AB,ATBG05AC,ATBG05AD,ATBG05BA,ATBG05BB,ATBG05BC,ATBG05BD,ATBG05BE,ATBG05BF,ATBG05BG,ATBG05BH,ATBG05BI,ATBG05BJ,ATBG05BK,ATBG06,ATBG07AA,ATBG07BA,ATBG07AB,ATBG07BB,ATBG07AC,ATBG07BC,ATBG07AD,ATBG07BD,ATBG07AE,ATBG07BE,ATBG07AF,ATBG07BF,ATBG07AG,ATBG07BG,ATBG08A,ATBG08B,ATBG08C,ATBG08D,ATBG08E,ATBG09A,ATBG09B,ATBG09C,ATBG09D,ATBG10A,ATBG10B,ATBG10C,ATBG10D,ATBG10E,ATBG10F,ATBG10G,ATBG10H,ATBG10I,ATBG10J,ATBG10K,ATBG10L,ATBG11A,ATBG11B,ATBG11C,ATBG11D,ATBG11E,ATBG11F,ATBG11G,ATBG11H,ATBG11I,ATBG12A,ATBG12B,ATBG12C,ATBG12D,ATBG12E,ATBG12F,ATBR03A,ATBR03B,ATBR03C,ATBR03D,ATBR03E,ATBR03F,ATBR03G,ATBR03H,ATBR06A,ATBR06B,ATBR06C,ATBR06D,ATBR06E,ATBR07AA,ATBR07AB,ATBR07AC,ATBR07AD,ATBR07BA,ATBR07BB,ATBR07BC,ATBR07BD,ATBR08A,ATBR08B,ATBR08C,ATBR08D,ATBR08E,ATBR08F,ATBR08G,ATBR08H,ATBR09A,ATBR09B,ATBR09C,ATBR09D,ATBR09E,ATBR09F,ATBR09G,ATBR09H,ATBR09I,ATBR10A,ATBR10B,ATBR10C,ATBR10D,ATBR10E,ATBR10F,ATBR10G,ATBR10H,ATBR10I,ATBR10J,ATBR10K,ATBR10L,ATBR11A,ATBR11B,ATBR11C,ATBR11D,ATBR11E,ATBR12A,ATBR12BA,ATBR12BB,ATBR12BC,ATBR12C,ATBR12DA,ATBR12DB,ATBR12DC,ATBR12EA,ATBR12EB,ATBR12EC,ATBR12ED,ATBR12EE,ATBR13A,ATBR13B,ATBR13C,ATBR13D,ATBR13E,ATBR14,ATBR15,ATBR16,ATBR17A,ATBR17B,ATBR17C,ATBR18A,ATBR18B,ATBR18C,ATBR18D,ATBR18E,ATBR19,ATDGEAS,ATDGSOS,ATDGTJS,ATDGSLI
10.33,639.9103339999999,658.573204,635.2594879999999,619.1023860000001,636.4822160000001,9.25019,9.82079,12.567489999999998,7.8348,9.00419,8.96826,10.28978,10.892629999999999,10.34719,9.35253,10.50035,9.88273,12.79881,10.83953,7.8339,200.0,232.0,39.0,15.0,4.0,7.7098,10.366780000000002,10.68937,773.33333,26.999999999999996,28.000000000000004,28.000000000000004,0.0,1.0,240.00000000000003,130.0,7.93892,8.996849999999998,8.67953,9.1022,200.0,108.33333000000002,1,5,1,3,1,1,1,1,2,2,1,2,2,5,2,3,2,1,2,2,1,3,1,2,2,3,2,1,2,1,1,1,4,4,4,4,4,4,4,4,4,4,2,2,3,2,3,2,2,1,2,1,3,2,1,3,1,2,3,2,1,3,2,3,3,3,3,2,1,1,1,2,1,3,3,4,4,2,1,1,2,2,2,1,3,2,2,1,1,1,3,3,1,3,1,1,2,3,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,5,3,1,1,1,1,1,1,2,1,1,1,1,2,1,4,4,3,3,2,3,3,3,2,3,2,4,1,1,1,5,5,6,2,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,3,4,2,2,2,2,3,2,3,5,1,2,1,1,4,3,3,4,4,3,3,3,3,4,3,2,4,2,2,2,2,2,2,2,3,1,2,2,3,3,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,3,3,4,5,5,5,5,5,4,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,4,6,1,2,2,2,2,2,2,3,1,1,3,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,3,2,2,3,2,2,3,5,2,4,3,3,3,3,2,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,1,3,3,4,4,2,3,4,3,3,4,2,1,4,2,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,1,2,2,3,3,2,2,3,2,2,1,1,3,2,1,2,3,1,2,2,1,3,2,1,2,3,3,4,4,3,1,3,1,3,2,1,3,2,2,2,1,1,1,1,2,3,5,3,2,2,2
10.42,583.424342,602.741796,621.4671599999999,627.7410739999999,629.4308159999999,9.25019,9.82079,12.567489999999998,10.0428,10.98651,9.86291,9.0457,8.94299,8.47905,8.91792,8.81024,8.78784,11.61328,12.13203,9.34052,200.0,232.0,39.0,15.0,4.0,7.7098,10.366780000000002,10.68937,773.33333,26.999999999999996,28.000000000000004,28.000000000000004,0.0,1.0,240.00000000000003,130.0,7.93892,8.996849999999998,8.67953,9.1022,200.0,108.33333000000002,1,4,2,2,1,1,1,1,2,2,2,2,2,5,3,3,2,3,2,2,2,3,2,1,1,3,2,1,2,1,1,1,4,4,4,4,4,4,4,4,4,4,2,2,1,1,2,1,1,1,1,4,3,3,3,3,1,1,2,1,2,2,2,2,2,3,1,1,1,2,2,2,2,3,3,3,3,2,1,1,1,2,2,2,3,2,1,2,2,1,2,3,3,1,2,1,2,2,2,2,3,1,2,3,2,1,1,2,2,2,2,2,1,2,1,1,3,1,1,1,2,1,2,3,1,1,1,1,1,1,2,2,3,3,2,3,2,1,1,2,2,1,1,1,1,4,3,6,4,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,1,1,2,2,3,2,2,2,3,2,3,5,1,2,1,1,4,3,3,4,4,3,3,3,3,4,3,2,4,2,2,2,2,2,2,2,3,1,2,2,3,3,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,3,3,4,5,5,5,5,5,4,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,4,6,1,2,2,2,2,2,2,3,1,1,3,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,3,2,2,3,2,2,3,5,2,4,3,3,3,3,2,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,1,3,3,4,4,2,3,4,3,3,4,2,1,4,2,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,1,2,2,3,3,2,2,3,2,2,1,1,3,2,1,2,3,1,2,2,1,3,2,1,2,3,3,4,4,3,1,3,1,3,2,1,3,2,2,2,1,1,1,1,2,3,5,3,2,2,2
10.000000000000002,531.036072,517.94195,540.800114,544.126312,563.0412220000001,9.25019,8.64972,12.567489999999998,11.54818,10.98651,9.17072,7.84162,9.60729,9.65449,9.35253,9.62426,9.43432,9.761769999999999,10.83953,8.04235,200.0,232.0,39.0,15.0,4.0,7.7098,10.366780000000002,10.68937,773.33333,26.999999999999996,28.000000000000004,28.000000000000004,0.0,1.0,240.00000000000003,130.0,7.93892,8.996849999999998,8.67953,9.1022,200.0,108.33333000000002,1,3,1,1,2,1,1,1,1,2,2,2,2,5,4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,4,4,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,1,3,4,3,3,3,1,2,2,1,1,2,3,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,3,2,2,1,1,2,1,2,2,3,2,2,1,2,1,1,3,2,1,3,1,1,1,2,2,2,2,2,1,2,1,3,3,2,4,3,2,1,1,2,1,1,1,1,2,1,2,3,2,3,3,4,2,2,3,3,2,4,1,2,1,3,4,5,4,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,3,3,3,2,2,2,3,2,3,5,1,2,1,1,4,3,3,4,4,3,3,3,3,4,3,2,4,2,2,2,2,2,2,2,3,1,2,2,3,3,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,3,3,4,5,5,5,5,5,4,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,4,6,1,2,2,2,2,2,2,3,1,1,3,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,3,2,2,3,2,2,3,5,2,4,3,3,3,3,2,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,1,3,3,4,4,2,3,4,3,3,4,2,1,4,2,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,1,2,2,3,3,2,2,3,2,2,1,1,3,2,1,2,3,1,2,2,1,3,2,1,2,3,3,4,4,3,1,3,1,3,2,1,3,2,2,2,1,1,1,1,2,3,5,3,2,2,2
9.75,577.551328,568.7384979999999,566.84956,575.825694,544.93684,8.34208,9.15299,7.76886,8.05152,5.92238,7.495559999999999,8.1368,9.29058,9.3078,9.35253,10.04897,9.65595,10.445390000000002,12.13203,8.04235,200.0,232.0,39.0,15.0,4.0,7.7098,10.366780000000002,10.68937,773.33333,26.999999999999996,28.000000000000004,28.000000000000004,0.0,1.0,240.00000000000003,130.0,7.93892,8.996849999999998,8.67953,9.1022,200.0,108.33333000000002,1,4,3,2,1,1,2,2,1,2,2,1,2,5,3,3,2,2,2,2,2,1,3,3,4,3,2,1,2,1,2,1,1,2,1,4,4,4,1,4,4,1,2,3,2,3,1,3,2,1,1,1,1,1,1,1,4,2,2,1,1,3,4,2,3,1,4,3,2,1,3,3,2,2,3,3,2,3,2,2,2,3,3,3,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,3,1,1,1,1,2,2,2,2,1,2,1,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,3,1,2,2,1,2,2,2,2,1,2,1,1,1,4,4,5,11,7,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,3,4,3,1,2,2,3,2,3,5,1,2,1,1,4,3,3,4,4,3,3,3,3,4,3,2,4,2,2,2,2,2,2,2,3,1,2,2,3,3,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,3,3,4,5,5,5,5,5,4,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,4,6,1,2,2,2,2,2,2,3,1,1,3,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,3,2,2,3,2,2,3,5,2,4,3,3,3,3,2,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,1,3,3,4,4,2,3,4,3,3,4,2,1,4,2,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,1,2,2,3,3,2,2,3,2,2,1,1,3,2,1,2,3,1,2,2,1,3,2,1,2,3,3,4,4,3,1,3,1,3,2,1,3,2,2,2,1,1,1,1,2,3,5,3,2,2,2
9.58,467.822758,475.15417999999994,486.9854160000001,446.659964,459.86174200000005,6.93942,7.24879,9.85265,7.25705,9.00419,9.17072,10.28978,8.54792,8.47905,8.05673,8.81024,8.36223,8.36153,7.91212,8.04235,200.0,232.0,39.0,15.0,4.0,7.7098,10.366780000000002,10.68937,773.33333,26.999999999999996,28.000000000000004,28.000000000000004,0.0,1.0,240.00000000000003,130.0,7.93892,8.996849999999998,8.67953,9.1022,200.0,108.33333000000002,1,2,1,1,1,2,1,1,2,2,2,2,1,5,4,3,3,2,3,4,2,4,4,4,3,2,3,3,2,3,2,1,4,4,4,1,4,4,4,4,4,4,1,2,4,2,3,2,2,2,4,2,2,3,2,1,1,1,3,1,1,2,4,1,1,3,3,2,2,2,1,2,3,4,4,4,4,3,3,1,2,2,2,1,3,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,3,2,2,3,1,1,1,2,2,2,2,2,1,1,1,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,3,3,2,2,2,3,3,2,3,2,1,1,1,1,5,4,5,7,6,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,2,3,3,2,4,2,2,3,2,3,5,1,2,1,1,4,3,3,4,4,3,3,3,3,4,3,2,4,2,2,2,2,2,2,2,3,1,2,2,3,3,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,3,3,4,5,5,5,5,5,4,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,4,6,1,2,2,2,2,2,2,3,1,1,3,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,3,2,2,3,2,2,3,5,2,4,3,3,3,3,2,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,1,3,3,4,4,2,3,4,3,3,4,2,1,4,2,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,1,2,2,3,3,2,2,3,2,2,1,1,3,2,1,2,3,1,2,2,1,3,2,1,2,3,3,4,4,3,1,3,1,3,2,1,3,2,2,2,1,1,1,1,2,3,5,3,2,2,2
10.5,560.7385760000001,584.1680819999999,588.2633800000001,559.2774220000001,553.456394,8.77882,12.852619999999998,12.567489999999998,13.33453,10.57259,12.86202,10.689120000000003,11.28642,11.68007,12.02203,10.50035,11.16498,12.12899,12.13203,10.47786,200.0,232.0,39.0,15.0,4.0,7.7098,10.366780000000002,10.68937,773.33333,26.999999999999996,28.000000000000004,28.000000000000004,0.0,1.0,240.00000000000003,130.0,7.93892,8.996849999999998,8.67953,9.1022,200.0,108.33333000000002,1,4,1,3,1,1,1,1,1,2,2,2,1,5,4,3,2,1,3,3,2,2,3,1,1,3,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,2,1,2,1,1,2,1,4,1,1,1,1,1,2,1,4,4,4,4,2,1,1,1,2,1,1,3,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,3,1,1,1,2,2,2,1,2,1,2,1,3,2,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,4,2,1,3,1,1,1,2,4,3,1,1,1,7,8,6,10,10,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,1,1,1,1,3,1,1,2,2,3,2,3,5,1,2,1,1,4,3,3,4,4,3,3,3,3,4,3,2,4,2,2,2,2,2,2,2,3,1,2,2,3,3,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,3,3,4,5,5,5,5,5,4,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,4,6,1,2,2,2,2,2,2,3,1,1,3,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,3,2,2,3,2,2,3,5,2,4,3,3,3,3,2,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,1,3,3,4,4,2,3,4,3,3,4,2,1,4,2,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,1,2,2,3,3,2,2,3,2,2,1,1,3,2,1,2,3,1,2,2,1,3,2,1,2,3,3,4,4,3,1,3,1,3,2,1,3,2,2,2,1,1,1,1,2,3,5,3,2,2,2
9.83,577.4612179999999,563.051488,593.007224,581.654584,605.864366,10.12086,9.15299,8.49098,8.28542,9.00419,7.448400000000001,8.72693,9.60729,9.3078,10.26741,9.21443,9.65595,8.85535,8.46496,8.04235,200.0,232.0,39.0,15.0,4.0,7.7098,10.366780000000002,10.68937,773.33333,26.999999999999996,28.000000000000004,28.000000000000004,0.0,1.0,240.00000000000003,130.0,7.93892,8.996849999999998,8.67953,9.1022,200.0,108.33333000000002,1,4,1,1,2,1,1,1,2,1,1,2,2,5,1,4,2,2,1,1,1,2,3,3,1,1,2,2,2,1,1,1,4,4,1,4,4,1,4,4,1,4,2,2,1,3,3,2,1,2,1,1,2,1,4,2,3,1,2,1,1,4,3,2,3,3,3,4,3,3,2,2,3,4,3,2,3,2,2,2,2,2,3,2,3,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,1,3,2,2,3,3,3,2,1,3,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,3,1,2,1,1,1,4,6,5,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,3,1,2,2,2,3,2,3,5,1,2,1,1,4,3,3,4,4,3,3,3,3,4,3,2,4,2,2,2,2,2,2,2,3,1,2,2,3,3,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,3,3,4,5,5,5,5,5,4,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,4,6,1,2,2,2,2,2,2,3,1,1,3,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,3,2,2,3,2,2,3,5,2,4,3,3,3,3,2,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,1,3,3,4,4,2,3,4,3,3,4,2,1,4,2,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,1,2,2,3,3,2,2,3,2,2,1,1,3,2,1,2,3,1,2,2,1,3,2,1,2,3,3,4,4,3,1,3,1,3,2,1,3,2,2,2,1,1,1,1,2,3,5,3,2,2,2
9.83,582.3294840000001,614.473614,603.7293020000001,582.4050520000001,616.432642,9.79644,8.23773,10.965,8.83577,5.92238,9.17072,10.28978,10.892629999999999,11.17158,8.91792,8.40746,8.57506,8.72843,8.46496,7.40977,200.0,232.0,39.0,15.0,4.0,7.7098,10.366780000000002,10.68937,773.33333,26.999999999999996,28.000000000000004,28.000000000000004,0.0,1.0,240.00000000000003,130.0,7.93892,8.996849999999998,8.67953,9.1022,200.0,108.33333000000002,1,4,3,2,1,1,1,1,2,2,1,2,2,5,2,4,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,4,3,4,4,4,4,4,4,4,4,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,3,1,3,4,2,1,3,3,1,2,1,1,2,1,3,3,4,4,2,2,1,2,3,2,1,3,2,2,2,2,3,1,1,1,3,2,2,2,2,3,1,3,2,2,2,1,1,1,2,2,2,2,2,1,2,1,3,2,2,3,3,4,2,2,3,2,1,2,2,3,1,3,3,2,3,3,2,3,3,2,3,3,3,1,1,1,7,5,5,7,10,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,3,2,3,3,1,1,2,2,3,2,3,5,1,2,1,1,4,3,3,4,4,3,3,3,3,4,3,2,4,2,2,2,2,2,2,2,3,1,2,2,3,3,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,3,3,4,5,5,5,5,5,4,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,4,6,1,2,2,2,2,2,2,3,1,1,3,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,3,2,2,3,2,2,3,5,2,4,3,3,3,3,2,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,1,3,3,4,4,2,3,4,3,3,4,2,1,4,2,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,1,2,2,3,3,2,2,3,2,2,1,1,3,2,1,2,3,1,2,2,1,3,2,1,2,3,3,4,4,3,1,3,1,3,2,1,3,2,2,2,1,1,1,1,2,3,5,3,2,2,2
9.58,521.2550940000001,535.73423,518.8544039999999,530.239154,540.497678,12.60945,12.852619999999998,10.965,13.33453,10.21804,11.92201,13.45388,10.892629999999999,10.72985,10.77067,10.50035,10.61066,10.445390000000002,10.83953,8.04235,200.0,232.0,39.0,15.0,4.0,7.7098,10.366780000000002,10.68937,773.33333,26.999999999999996,28.000000000000004,28.000000000000004,0.0,1.0,240.00000000000003,130.0,7.93892,8.996849999999998,8.67953,9.1022,200.0,108.33333000000002,1,3,3,3,1,1,1,1,1,1,1,1,1,5,3,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,3,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,3,3,4,2,1,1,3,1,3,1,2,1,1,3,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,2,1,1,3,2,2,1,1,2,1,2,2,1,1,1,2,1,2,1,2,1,1,3,1,1,1,1,2,2,2,2,1,2,1,3,3,1,2,2,2,2,2,3,1,1,1,1,2,1,3,2,2,2,2,2,2,3,3,3,3,3,1,1,1,5,5,5,10,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,1,2,1,3,3,2,1,2,2,3,2,3,5,1,2,1,1,4,3,3,4,4,3,3,3,3,4,3,2,4,2,2,2,2,2,2,2,3,1,2,2,3,3,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,3,3,4,5,5,5,5,5,4,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,4,6,1,2,2,2,2,2,2,3,1,1,3,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,3,2,2,3,2,2,3,5,2,4,3,3,3,3,2,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,1,3,3,4,4,2,3,4,3,3,4,2,1,4,2,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,1,2,2,3,3,2,2,3,2,2,1,1,3,2,1,2,3,1,2,2,1,3,2,1,2,3,3,4,4,3,1,3,1,3,2,1,3,2,2,2,1,1,1,1,2,3,5,3,2,2,2
10.5,604.428852,604.671514,624.950376,585.8209420000001,621.0471220000001,14.77909,7.55475,8.04113,8.54449,5.92238,10.45984,10.28978,10.22238,10.72985,7.61837,8.40746,7.93271,9.422330000000002,7.91212,8.2504,200.0,256.0,128.0,19.0,4.0,7.7098,9.72437,10.28902,853.3333299999999,17.0,29.0,29.0,0.0,0.0,240.00000000000003,70.0,11.90844,10.40627,10.39017,10.90415,177.77778,51.85185,2,4,3,3,2,1,2,1,2,1,1,2,1,5,2,3,2,2,1,1,1,1,1,1,1,1,3,3,1,3,2,1,2,3,1,3,2,4,4,4,4,1,1,2,1,3,2,3,2,1,1,1,1,1,1,1,1,1,3,2,1,2,3,2,1,3,1,1,1,1,1,2,1,3,4,4,3,1,2,2,2,3,1,1,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,2,2,2,2,1,3,4,2,2,2,3,3,3,3,2,2,2,2,2,2,1,4,2,2,2,2,2,2,2,2,4,3,1,1,1,5,5,5,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,2,2,1,2,2,2,3,4,1,2,1,1,4,3,4,4,4,3,3,3,2,4,2,2,3,3,2,2,2,3,3,2,2,2,2,2,3,3,2,1,2,1,2,1,1,1,2,1,2,2,2,3,3,4,4,3,4,4,5,4,5,3,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,4,5,1,2,1,2,2,2,2,3,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,2,3,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,1,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,3,3,2,3,3,3,4,3,3,2,3,4,3,3,3,3,2,2,2,2,3,3,3,3,3,3,2,3,3,3,2,2,3,2,3,3,3,3,3,4,4,4,3,2,3,4,3,1,1,2,1,2,2,2,2,4,3,3,4,4,1,3,3,2,1,2,2,2,2,2,1,1,2,2,1,3,3,2,1,1,1
