ASDAGE,ACBG06A,ACBG09,ACBG15,ACDGTIHY,ATBG01,ATBR01A,ATBR01B,ATBR02A,ATBR02B,ATDGLIHY,ATDGRIHY,ITSEX,ASRIBM,ASBG03,ASBG04,ASBG05F,ASBG05G,ASBG08A,ASBG09C,ASBG09D,ASBG09E,ASBG09F,ASBG09G,ASBG09H,ASBR01A,ASBR01B,ASBR01C,ASBR01D,ASBR01F,ASBR01G,ASBR02A,ASBR02C,ASBR02E,ASBR03A,ASBR03B,ASBR03C,ASBR04,ASBR06A,ASBR06B,ASBR07A,ASBR07B,ASBR07C,ASBR07D,ASBR07E,ASBR07F,ASBR07G,ASBR07H,ASBR08A,ASBR08B,ASBR08C,ASBR08D,ASBR08E,ASBR08F,ASDGSSB,ASDGERL,ASDGSLR,ASDGSCR,ASBH01A,ASBH01B,ASBH01C,ASBH01D,ASBH01E,ASBH01F,ASBH01G,ASBH01H,ASBH01I,ASBH01J,ASBH01K,ASBH01L,ASBH01M,ASBH01N,ASBH01O,ASBH01P,ASBH01Q,ASBH01R,ASBH07A,ASBH07B,ASBH07C,ASBH07D,ASBH07E,ASBH07F,ASBH07G,ASBH08A,ASBH08B,ASBH08C,ASBH08D,ASBH08F,ASBH11A,ASBH11B,ASBH11C,ASBH11D,ASBH11E,ASBH11F,ASBH11G,ASBH11H,ASBH12,ASBH13,ASBH15B,ASBH16,ASBH17A,ASBH17B,ASDGHRL,ASDHSES,ASDHELA,ASDHENA,ASDHELN,ASDHELT,ASDHPCS,ASDHPLR,ASDHEDUP,ASDHOCCP,ACBG04,ACBG06C,ACBG08,ACBG10AD,ACBG10AE,ACBG10AF,ACBG10AG,ACBG10AI,ACBG10AJ,ACBG10BA,ACBG10BB,ACBG10BC,ACBG10BD,ACBG11B,ACBG11C,ACBG11E,ACBG11F,ACBG11G,ACBG11H,ACBG11I,ACBG11J,ACBG11K,ACBG11L,ACBG12A,ACBG12C,ACBG12E,ACBG12H,ACBG12I,ACBG13,ACBG14C,ACBG14D,ACBG14F,ACBG14H,ACBG14J,ACBG14K,ACBG14M,ACBG14N,ACBG17,ACBG18A,ACBG18C,ACBG20,ACBG21A,ACBG21C,ACBG21E,ACBG21F,ACDGEAS,ACDGSBC,ATBG02,ATBG04,ATBG05AA,ATBG05AD,ATBG05BC,ATBG05BD,ATBG05BE,ATBG05BF,ATBG05BG,ATBG05BI,ATBG05BJ,ATBG06,ATBG07AB,ATBG07BB,ATBG07AC,ATBG07BC,ATBG07BD,ATBG07AE,ATBG07AF,ATBG07BF,ATBG07AG,ATBG07BG,ATBG08B,ATBG08D,ATBG09B,ATBG09C,ATBG09D,ATBG10A,ATBG10C,ATBG10D,ATBG10H,ATBG11A,ATBG11B,ATBG11C,ATBG11D,ATBG11E,ATBG11G,ATBG11H,ATBG11I,ATBG12C,ATBG12D,ATBG12E,ATBG12F,ATBR03B,ATBR03C,ATBR03D,ATBR03E,ATBR03G,ATBR06A,ATBR06B,ATBR06C,ATBR06D,ATBR06E,ATBR07AA,ATBR07AB,ATBR07AC,ATBR07BC,ATBR07BD,ATBR08A,ATBR08E,ATBR08F,ATBR08G,ATBR09A,ATBR09B,ATBR09D,ATBR09E,ATBR09G,ATBR09I,ATBR10A,ATBR10B,ATBR10C,ATBR10D,ATBR10E,ATBR10F,ATBR10G,ATBR10H,ATBR10L,ATBR11A,ATBR11D,ATBR11E,ATBR12A,ATBR12BA,ATBR12BB,ATBR12BC,ATBR12C,ATBR12EB,ATBR12ED,ATBR13B,ATBR13C,ATBR13D,ATBR13E,ATBR14,ATBR17A,ATBR17B,ATBR17C,ATBR18A,ATBR18C,ATBR18D,ATBR18E,ATDGSOS,ATDGTJS,ATDGSLI,cluster,cluster_pred
9.83,200.0,40.0,9.0,773.33333,10.0,27.0,27.0,3.0,3.0,200.0,83.33332999999998,2,4,3,2,2,2,2,1,4,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,2,4,4,4,1,1,1,1,1,2,2,2,1,2,3,3,2,2,3,2,2,2,3,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,3,3,2,3,3,3,3,3,3,4,5,3,3,2,2,2,2,2,1,2,3,1,2,1,5,1,4,4,3,2,3,3,3,2,3,2,1,2,1,3,2,2,2,2,2,2,1,2,1,1,1,4,1,1,1,2,3,3,3,3,3,1,2,1,2,1,1,1,2,2,1,5,1,2,3,3,3,2,2,2,2,3,2,1,2,1,2,2,2,1,2,1,1,1,3,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,2,2,4,3,3,2,2,3,3,3,2,1,1,2,2,2,3,2,2,2,3,1,2,2,2,3,2,2,3,4,2,2,3,2,2,2,2,4,4,4,1,1,4,2,1,1,2,1,1,2,2,2,2,2,2,5,5
9.83,200.0,40.0,9.0,773.33333,10.0,27.0,27.0,3.0,3.0,200.0,83.33332999999998,2,4,1,2,1,1,1,3,4,4,2,3,4,2,3,3,2,3,3,1,1,1,4,4,4,3,4,4,2,2,3,3,2,2,3,4,3,3,2,2,3,1,1,2,3,3,2,1,2,1,2,2,2,1,2,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,4,2,3,3,1,3,4,5,12,2,2,2,2,1,2,1,1,3,3,7,1,5,1,4,4,3,2,3,3,3,2,3,2,1,2,1,3,2,2,2,2,2,2,1,2,1,1,1,4,1,1,1,2,3,3,3,3,3,1,2,1,2,1,1,1,2,2,1,5,1,2,3,3,3,2,2,2,2,3,2,1,2,1,2,2,2,1,2,1,1,1,3,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,2,2,4,3,3,2,2,3,3,3,2,1,1,2,2,2,3,2,2,2,3,1,2,2,2,3,2,2,3,4,2,2,3,2,2,2,2,4,4,4,1,1,4,2,1,1,2,1,1,2,2,2,2,2,2,5,5
9.75,200.0,40.0,9.0,773.33333,10.0,27.0,27.0,3.0,3.0,200.0,83.33332999999998,2,2,1,4,2,1,1,4,4,4,1,1,1,2,4,3,2,4,2,3,1,1,4,1,2,4,4,4,3,1,4,3,2,3,1,1,4,1,1,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,3,2,1,2,2,1,1,1,4,2,4,6,4,4,2,2,2,2,2,1,2,2,2,2,1,5,1,4,4,3,2,3,3,3,2,3,2,1,2,1,3,2,2,2,2,2,2,1,2,1,1,1,4,1,1,1,2,3,3,3,3,3,1,2,1,2,1,1,1,2,2,1,5,1,2,3,3,3,2,2,2,2,3,2,1,2,1,2,2,2,1,2,1,1,1,3,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,2,2,4,3,3,2,2,3,3,3,2,1,1,2,2,2,3,2,2,2,3,1,2,2,2,3,2,2,3,4,2,2,3,2,2,2,2,4,4,4,1,1,4,2,1,1,2,1,1,2,2,2,2,2,2,6,6
9.67,200.0,40.0,9.0,773.33333,10.0,27.0,27.0,3.0,3.0,200.0,83.33332999999998,2,1,1,2,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,4,4,3,4,1,1,2,3,1,1,1,1,2,3,2,4,2,1,3,2,3,3,3,3,2,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,4,1,1,3,1,2,1,1,1,1,3,2,6,7,2,3,3,3,3,3,2,1,4,4,1,5,1,4,4,3,2,3,3,3,2,3,2,1,2,1,3,2,2,2,2,2,2,1,2,1,1,1,4,1,1,1,2,3,3,3,3,3,1,2,1,2,1,1,1,2,2,1,5,1,2,3,3,3,2,2,2,2,3,2,1,2,1,2,2,2,1,2,1,1,1,3,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,2,2,4,3,3,2,2,3,3,3,2,1,1,2,2,2,3,2,2,2,3,1,2,2,2,3,2,2,3,4,2,2,3,2,2,2,2,4,4,4,1,1,4,2,1,1,2,1,1,2,2,2,2,2,2,6,6
9.67,200.0,40.0,9.0,773.33333,10.0,27.0,27.0,3.0,3.0,200.0,83.33332999999998,2,4,2,4,2,2,1,1,4,3,3,2,3,3,4,4,2,4,2,3,3,3,2,1,4,2,2,2,3,2,3,3,2,2,2,3,2,2,2,4,4,4,2,3,2,2,2,2,2,2,2,2,1,3,1,3,2,2,1,1,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,1,3,3,2,3,2,2,2,2,3,3,6,6,11,10,1,1,2,2,2,2,2,2,1,1,1,5,1,4,4,3,2,3,3,3,2,3,2,1,2,1,3,2,2,2,2,2,2,1,2,1,1,1,4,1,1,1,2,3,3,3,3,3,1,2,1,2,1,1,1,2,2,1,5,1,2,3,3,3,2,2,2,2,3,2,1,2,1,2,2,2,1,2,1,1,1,3,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,2,2,4,3,3,2,2,3,3,3,2,1,1,2,2,2,3,2,2,2,3,1,2,2,2,3,2,2,3,4,2,2,3,2,2,2,2,4,4,4,1,1,4,2,1,1,2,1,1,2,2,2,2,2,2,5,5
9.58,200.0,40.0,9.0,773.33333,10.0,27.0,27.0,3.0,3.0,200.0,83.33332999999998,2,4,1,2,1,2,2,1,3,3,2,3,4,1,1,1,2,2,1,3,3,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,1,2,2,2,3,2,1,2,3,3,3,3,1,2,1,3,2,2,2,3,3,1,3,2,2,2,1,2,2,2,2,2,2,3,2,1,2,3,2,1,2,3,2,5,6,11,11,2,2,2,2,2,2,2,2,1,1,1,5,1,4,4,3,2,3,3,3,2,3,2,1,2,1,3,2,2,2,2,2,2,1,2,1,1,1,4,1,1,1,2,3,3,3,3,3,1,2,1,2,1,1,1,2,2,1,5,1,2,3,3,3,2,2,2,2,3,2,1,2,1,2,2,2,1,2,1,1,1,3,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,2,2,4,3,3,2,2,3,3,3,2,1,1,2,2,2,3,2,2,2,3,1,2,2,2,3,2,2,3,4,2,2,3,2,2,2,2,4,4,4,1,1,4,2,1,1,2,1,1,2,2,2,2,2,2,5,5
9.58,200.0,40.0,9.0,773.33333,10.0,27.0,27.0,3.0,3.0,200.0,83.33332999999998,2,4,1,3,2,2,2,4,4,4,4,4,4,2,4,3,2,4,1,2,1,1,3,2,2,1,2,2,2,3,2,3,3,2,1,1,3,2,2,2,4,3,3,2,2,2,2,2,3,2,1,2,2,3,3,2,2,2,2,1,1,2,2,3,2,2,2,3,2,2,2,2,1,2,2,2,2,3,3,2,3,3,3,3,5,3,8,5,11,2,2,1,2,2,2,2,2,3,1,1,1,5,1,4,4,3,2,3,3,3,2,3,2,1,2,1,3,2,2,2,2,2,2,1,2,1,1,1,4,1,1,1,2,3,3,3,3,3,1,2,1,2,1,1,1,2,2,1,5,1,2,3,3,3,2,2,2,2,3,2,1,2,1,2,2,2,1,2,1,1,1,3,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,2,2,4,3,3,2,2,3,3,3,2,1,1,2,2,2,3,2,2,2,3,1,2,2,2,3,2,2,3,4,2,2,3,2,2,2,2,4,4,4,1,1,4,2,1,1,2,1,1,2,2,2,2,2,2,5,5
9.58,200.0,40.0,9.0,773.33333,10.0,27.0,27.0,3.0,3.0,200.0,83.33332999999998,2,3,2,3,2,2,2,2,3,3,3,2,3,2,2,3,2,3,2,2,3,3,2,2,3,1,3,3,2,2,3,2,2,2,3,3,2,2,3,3,3,3,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,2,2,1,1,2,1,2,1,2,2,3,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,3,4,4,8,6,11,11,2,1,1,1,1,2,1,2,1,1,1,5,1,4,4,3,2,3,3,3,2,3,2,1,2,1,3,2,2,2,2,2,2,1,2,1,1,1,4,1,1,1,2,3,3,3,3,3,1,2,1,2,1,1,1,2,2,1,5,1,2,3,3,3,2,2,2,2,3,2,1,2,1,2,2,2,1,2,1,1,1,3,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,2,2,4,3,3,2,2,3,3,3,2,1,1,2,2,2,3,2,2,2,3,1,2,2,2,3,2,2,3,4,2,2,3,2,2,2,2,4,4,4,1,1,4,2,1,1,2,1,1,2,2,2,2,2,2,6,6
10.5,200.0,40.0,9.0,773.33333,10.0,27.0,27.0,3.0,3.0,200.0,83.33332999999998,1,4,3,2,2,1,1,2,2,2,1,2,1,2,2,1,2,1,2,3,3,3,2,2,3,1,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,4,1,2,2,2,3,3,2,3,2,3,2,3,3,3,3,2,3,3,2,3,3,3,2,2,2,2,2,2,2,2,1,1,3,1,1,4,4,1,4,4,4,4,1,1,2,5,2,2,2,3,3,3,3,2,1,3,4,2,1,5,1,4,4,3,2,3,3,3,2,3,2,1,2,1,3,2,2,2,2,2,2,1,2,1,1,1,4,1,1,1,2,3,3,3,3,3,1,2,1,2,1,1,1,2,2,1,5,1,2,3,3,3,2,2,2,2,3,2,1,2,1,2,2,2,1,2,1,1,1,3,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,2,2,4,3,3,2,2,3,3,3,2,1,1,2,2,2,3,2,2,2,3,1,2,2,2,3,2,2,3,4,2,2,3,2,2,2,2,4,4,4,1,1,4,2,1,1,2,1,1,2,2,2,2,2,2,5,5
10.42,200.0,40.0,9.0,773.33333,10.0,27.0,27.0,3.0,3.0,200.0,83.33332999999998,1,5,1,2,2,1,2,1,2,2,1,1,1,1,4,3,2,2,2,1,1,1,1,3,3,3,1,1,4,2,3,2,2,2,1,2,1,2,2,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5,7,3,2,2,2,2,2,2,2,2,1,1,1,5,1,4,4,3,2,3,3,3,2,3,2,1,2,1,3,2,2,2,2,2,2,1,2,1,1,1,4,1,1,1,2,3,3,3,3,3,1,2,1,2,1,1,1,2,2,1,5,1,2,3,3,3,2,2,2,2,3,2,1,2,1,2,2,2,1,2,1,1,1,3,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,2,2,4,3,3,2,2,3,3,3,2,1,1,2,2,2,3,2,2,2,3,1,2,2,2,3,2,2,3,4,2,2,3,2,2,2,2,4,4,4,1,1,4,2,1,1,2,1,1,2,2,2,2,2,2,5,5
10.25,200.0,40.0,9.0,773.33333,10.0,27.0,27.0,3.0,3.0,200.0,83.33332999999998,1,4,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2,1,1,1,1,1,3,2,2,1,2,2,1,1,3,1,1,1,1,1,2,2,3,3,3,4,1,1,1,2,2,2,2,3,2,3,2,2,2,2,3,2,3,3,3,2,2,2,2,2,2,3,3,2,3,1,1,1,2,1,1,4,1,4,3,4,3,3,1,1,5,5,3,4,2,2,2,2,2,3,1,3,1,2,1,5,1,4,4,3,2,3,3,3,2,3,2,1,2,1,3,2,2,2,2,2,2,1,2,1,1,1,4,1,1,1,2,3,3,3,3,3,1,2,1,2,1,1,1,2,2,1,5,1,2,3,3,3,2,2,2,2,3,2,1,2,1,2,2,2,1,2,1,1,1,3,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,2,2,4,3,3,2,2,3,3,3,2,1,1,2,2,2,3,2,2,2,3,1,2,2,2,3,2,2,3,4,2,2,3,2,2,2,2,4,4,4,1,1,4,2,1,1,2,1,1,2,2,2,2,2,2,5,5
10.000000000000002,200.0,40.0,9.0,773.33333,10.0,27.0,27.0,3.0,3.0,200.0,83.33332999999998,1,3,3,3,1,1,2,1,2,1,1,2,1,1,2,1,2,1,2,3,2,1,2,1,2,3,1,1,1,1,4,1,1,1,1,1,2,1,4,4,4,4,1,1,1,1,2,2,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,3,3,1,3,1,1,1,1,5,4,4,5,6,3,2,1,2,2,2,2,2,2,1,4,1,5,1,4,4,3,2,3,3,3,2,3,2,1,2,1,3,2,2,2,2,2,2,1,2,1,1,1,4,1,1,1,2,3,3,3,3,3,1,2,1,2,1,1,1,2,2,1,5,1,2,3,3,3,2,2,2,2,3,2,1,2,1,2,2,2,1,2,1,1,1,3,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,2,2,4,3,3,2,2,3,3,3,2,1,1,2,2,2,3,2,2,2,3,1,2,2,2,3,2,2,3,4,2,2,3,2,2,2,2,4,4,4,1,1,4,2,1,1,2,1,1,2,2,2,2,2,2,6,1
10.000000000000002,200.0,40.0,9.0,773.33333,10.0,27.0,27.0,3.0,3.0,200.0,83.33332999999998,1,4,3,3,2,2,1,1,3,3,2,2,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,1,2,4,1,2,1,2,1,2,2,3,4,4,4,2,1,2,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,2,2,2,2,2,2,6,5,3,3,2,2,2,1,1,1,1,2,1,2,1,5,1,4,4,3,2,3,3,3,2,3,2,1,2,1,3,2,2,2,2,2,2,1,2,1,1,1,4,1,1,1,2,3,3,3,3,3,1,2,1,2,1,1,1,2,2,1,5,1,2,3,3,3,2,2,2,2,3,2,1,2,1,2,2,2,1,2,1,1,1,3,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,2,2,4,3,3,2,2,3,3,3,2,1,1,2,2,2,3,2,2,2,3,1,2,2,2,3,2,2,3,4,2,2,3,2,2,2,2,4,4,4,1,1,4,2,1,1,2,1,1,2,2,2,2,2,2,1,1
9.92,200.0,40.0,9.0,773.33333,10.0,27.0,27.0,3.0,3.0,200.0,83.33332999999998,1,4,2,2,2,2,2,2,3,3,2,3,3,3,3,2,3,3,3,2,2,2,3,3,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,4,3,2,3,3,2,2,3,1,1,1,2,2,3,3,1,1,2,2,2,2,1,1,3,1,1,1,3,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,6,6,3,3,2,2,2,2,2,1,1,3,1,1,1,5,1,4,4,3,2,3,3,3,2,3,2,1,2,1,3,2,2,2,2,2,2,1,2,1,1,1,4,1,1,1,2,3,3,3,3,3,1,2,1,2,1,1,1,2,2,1,5,1,2,3,3,3,2,2,2,2,3,2,1,2,1,2,2,2,1,2,1,1,1,3,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,2,2,4,3,3,2,2,3,3,3,2,1,1,2,2,2,3,2,2,2,3,1,2,2,2,3,2,2,3,4,2,2,3,2,2,2,2,4,4,4,1,1,4,2,1,1,2,1,1,2,2,2,2,2,2,5,5
9.83,200.0,40.0,9.0,773.33333,10.0,27.0,27.0,3.0,3.0,200.0,83.33332999999998,1,4,1,2,1,1,2,2,3,4,2,3,2,3,3,2,2,1,2,1,1,1,4,2,2,2,3,3,2,3,3,3,3,2,3,4,2,3,3,3,3,3,2,2,3,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,3,1,1,3,1,1,1,2,1,1,1,2,2,3,3,3,2,1,2,2,3,2,2,3,2,1,5,6,2,3,2,2,2,1,1,1,3,2,2,2,1,5,1,4,4,3,2,3,3,3,2,3,2,1,2,1,3,2,2,2,2,2,2,1,2,1,1,1,4,1,1,1,2,3,3,3,3,3,1,2,1,2,1,1,1,2,2,1,5,1,2,3,3,3,2,2,2,2,3,2,1,2,1,2,2,2,1,2,1,1,1,3,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,2,2,4,3,3,2,2,3,3,3,2,1,1,2,2,2,3,2,2,2,3,1,2,2,2,3,2,2,3,4,2,2,3,2,2,2,2,4,4,4,1,1,4,2,1,1,2,1,1,2,2,2,2,2,2,5,5
9.83,200.0,40.0,9.0,773.33333,10.0,27.0,27.0,3.0,3.0,200.0,83.33332999999998,1,4,1,4,2,2,1,3,2,2,1,1,3,1,1,1,2,1,1,2,1,1,2,1,1,1,2,3,1,1,2,1,1,1,1,1,2,2,2,2,3,3,1,1,1,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,2,2,1,1,2,2,1,1,1,2,3,2,1,3,2,1,1,1,3,4,8,6,10,10,1,1,2,1,1,1,2,1,1,1,1,5,1,4,4,3,2,3,3,3,2,3,2,1,2,1,3,2,2,2,2,2,2,1,2,1,1,1,4,1,1,1,2,3,3,3,3,3,1,2,1,2,1,1,1,2,2,1,5,1,2,3,3,3,2,2,2,2,3,2,1,2,1,2,2,2,1,2,1,1,1,3,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,2,2,4,3,3,2,2,3,3,3,2,1,1,2,2,2,3,2,2,2,3,1,2,2,2,3,2,2,3,4,2,2,3,2,2,2,2,4,4,4,1,1,4,2,1,1,2,1,1,2,2,2,2,2,2,1,1
9.75,200.0,40.0,9.0,773.33333,10.0,27.0,27.0,3.0,3.0,200.0,83.33332999999998,1,4,1,5,1,1,1,2,1,1,1,1,1,2,2,2,3,2,1,1,1,1,2,2,4,1,2,1,1,2,4,2,2,3,2,2,2,3,2,4,4,4,1,2,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,2,3,3,2,3,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,5,6,2,3,2,2,2,2,2,2,1,2,2,2,1,5,1,4,4,3,2,3,3,3,2,3,2,1,2,1,3,2,2,2,2,2,2,1,2,1,1,1,4,1,1,1,2,3,3,3,3,3,1,2,1,2,1,1,1,2,2,1,5,1,2,3,3,3,2,2,2,2,3,2,1,2,1,2,2,2,1,2,1,1,1,3,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,2,2,4,3,3,2,2,3,3,3,2,1,1,2,2,2,3,2,2,2,3,1,2,2,2,3,2,2,3,4,2,2,3,2,2,2,2,4,4,4,1,1,4,2,1,1,2,1,1,2,2,2,2,2,2,5,5
9.58,200.0,40.0,9.0,773.33333,10.0,27.0,27.0,3.0,3.0,200.0,83.33332999999998,1,4,1,5,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,4,1,1,1,2,1,4,1,4,2,4,4,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,3,2,1,3,1,1,1,1,5,4,4,5,3,6,2,1,1,1,1,1,1,1,2,2,1,5,1,4,4,3,2,3,3,3,2,3,2,1,2,1,3,2,2,2,2,2,2,1,2,1,1,1,4,1,1,1,2,3,3,3,3,3,1,2,1,2,1,1,1,2,2,1,5,1,2,3,3,3,2,2,2,2,3,2,1,2,1,2,2,2,1,2,1,1,1,3,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,2,2,4,3,3,2,2,3,3,3,2,1,1,2,2,2,3,2,2,2,3,1,2,2,2,3,2,2,3,4,2,2,3,2,2,2,2,4,4,4,1,1,4,2,1,1,2,1,1,2,2,2,2,2,2,1,1
9.58,200.0,40.0,9.0,773.33333,10.0,27.0,27.0,3.0,3.0,200.0,83.33332999999998,1,5,1,5,1,2,2,2,3,2,2,2,1,2,2,1,2,1,2,1,1,1,2,3,2,2,3,3,2,2,2,2,1,2,2,1,1,1,2,3,3,4,2,2,2,2,1,1,2,1,1,1,2,3,2,2,2,2,2,2,2,3,3,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,5,5,6,6,4,3,1,1,2,2,2,1,2,2,1,1,1,5,1,4,4,3,2,3,3,3,2,3,2,1,2,1,3,2,2,2,2,2,2,1,2,1,1,1,4,1,1,1,2,3,3,3,3,3,1,2,1,2,1,1,1,2,2,1,5,1,2,3,3,3,2,2,2,2,3,2,1,2,1,2,2,2,1,2,1,1,1,3,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,2,2,4,3,3,2,2,3,3,3,2,1,1,2,2,2,3,2,2,2,3,1,2,2,2,3,2,2,3,4,2,2,3,2,2,2,2,4,4,4,1,1,4,2,1,1,2,1,1,2,2,2,2,2,2,1,1
10.67,200.0,120.0,5.0,933.33333,18.0,28.000000000000004,28.000000000000004,5.0,4.0,200.0,100.0,2,4,3,3,1,1,2,1,2,1,1,1,1,3,2,3,2,3,3,3,3,4,4,2,2,4,3,4,2,1,4,4,2,1,1,4,1,1,4,4,4,4,2,3,2,1,2,2,1,2,1,2,2,3,2,1,1,1,1,1,2,2,2,3,1,2,2,2,2,2,3,2,2,2,2,1,4,2,1,4,3,1,1,1,3,2,5,6,2,2,2,2,2,2,2,2,2,1,2,2,1,5,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,2,3,1,1,1,1,2,2,3,2,4,2,1,1,1,1,1,1,1,1,1,6,1,2,2,2,1,1,2,1,1,2,1,1,2,2,2,1,2,1,2,2,2,1,3,2,2,3,3,3,2,1,2,2,3,3,2,2,3,2,2,2,3,1,3,1,2,2,3,3,3,4,2,3,3,4,3,3,2,2,4,2,3,4,1,1,1,4,1,2,1,2,3,2,1,3,4,2,3,4,1,1,1,1,3,4,4,3,1,2,1,4,1,1,1,2,1,1,3,2,2,2,5,5
10.67,200.0,120.0,5.0,933.33333,18.0,28.000000000000004,28.000000000000004,5.0,4.0,200.0,100.0,2,4,1,3,1,2,2,2,3,3,2,3,4,2,2,3,3,2,1,3,2,2,2,2,3,3,2,3,2,1,2,3,2,2,2,2,2,2,3,2,4,3,2,2,2,2,2,2,3,1,1,1,2,2,1,2,2,1,1,1,2,1,1,3,2,2,2,2,3,3,3,1,1,1,1,1,4,2,1,3,2,1,1,1,4,5,6,6,3,3,2,1,2,2,2,2,1,2,1,1,1,5,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,2,3,1,1,1,1,2,2,3,2,4,2,1,1,1,1,1,1,1,1,1,6,1,2,2,2,1,1,2,1,1,2,1,1,2,2,2,1,2,1,2,2,2,1,3,2,2,3,3,3,2,1,2,2,3,3,2,2,3,2,2,2,3,1,3,1,2,2,3,3,3,4,2,3,3,4,3,3,2,2,4,2,3,4,1,1,1,4,1,2,1,2,3,2,1,3,4,2,3,4,1,1,1,1,3,4,4,3,1,2,1,4,1,1,1,2,1,1,3,2,2,2,5,5
